SITE,OB TIME,RADIATION,WET BULB,AIR TEMP,WIND SPEED,WIND DIR,RAINFALL,10CM SOIL,30CM SOIL,RH
HEATHROW,04/08/2017 16:00,751,15.6,21,10,280,0,,,53.7
HEATHROW,04/08/2017 17:00,1010,15.9,20.6,12,220,0,,,58.8
HEATHROW,04/08/2017 18:00,1080,14.8,20.2,13,250,0,,,52.7
HEATHROW,04/08/2017 19:00,497,15.1,19.9,11,240,0,,,57.1
HEATHROW,04/08/2017 20:00,93,14.8,18.7,9,250,0,,,63.4
HEATHROW,04/08/2017 21:00,0,14.7,17.8,8,230,0,,,69.7
HEATHROW,04/08/2017 22:00,0,14.9,17.5,6,240,0,,,74.2
HEATHROW,04/08/2017 23:00,0,14.9,17.3,6,270,0,,,76
HEATHROW,05-Aug-17,0,14.5,16.6,5,260,0,,,78.4
HEATHROW,05/08/2017 01:00,0,14.3,16.4,6,290,0,,,78.2
HEATHROW,05/08/2017 02:00,0,14.1,15.9,3,300,0,,,81
HEATHROW,05/08/2017 03:00,0,13.8,15.6,4,300,0,,,80.8
HEATHROW,05/08/2017 04:00,0,13.7,15.2,2,320,0,,,83.7
HEATHROW,05/08/2017 05:00,0,13.4,15.1,2,310,0,,,81.5
HEATHROW,05/08/2017 06:00,146,13.5,15.2,4,320,0,,,81.6
HEATHROW,05/08/2017 07:00,319,13.6,15.3,3,290,0,,,81.7
HEATHROW,05/08/2017 08:00,1363,13.6,17.2,2,320,0,,,64.5
HEATHROW,05/08/2017 09:00,1768,14.9,18.4,5,260,0,,,66.7
HEATHROW,05/08/2017 10:00,2122,14.5,19.5,5,270,0,,,55
HEATHROW,05/08/2017 11:00,2243,14.8,19.9,10,280,0,,,54.6
HEATHROW,05/08/2017 12:00,1789,12.9,17.5,16,310,0.2,,,55.7
HEATHROW,05/08/2017 13:00,1739,13.6,18.5,6,290,0,,,54.5
HEATHROW,05/08/2017 14:00,2694,13.6,19.8,9,300,0,,,45.6
HEATHROW,05/08/2017 15:00,1340,14.2,17.6,5,360,0.2,,,66.7
HEATHROW,05/08/2017 16:00,2400,13.7,19.4,10,260,0,,,49
HEATHROW,05/08/2017 17:00,1801,14.6,20,11,250,0,,,52.3
HEATHROW,05/08/2017 18:00,1147,13.5,18.9,12,260,0,,,50.7
HEATHROW,05/08/2017 19:00,571,13.2,18.1,9,260,0,,,53.8
HEATHROW,05/08/2017 20:00,75,12.2,16.5,8,270,0,,,57.1
HEATHROW,05/08/2017 21:00,0,12,15.2,6,260,0,,,66.1
HEATHROW,05/08/2017 22:00,0,11.9,14.6,6,260,0,,,70.6
HEATHROW,05/08/2017 23:00,0,11.6,13.7,8,260,0,,,76.2
HEATHROW,06-Aug-17,0,11.3,13.1,6,270,0,,,79
HEATHROW,06/08/2017 01:00,0,11.1,12.3,5,240,0,,,85.5
HEATHROW,06/08/2017 02:00,0,10.5,11.5,4,260,0,,,87.5
HEATHROW,06/08/2017 03:00,0,10.4,11.1,4,260,0,,,91.1
HEATHROW,06/08/2017 04:00,0,10,10.8,4,250,0,,,89.7
HEATHROW,06/08/2017 05:00,2,10.7,11.2,4,210,0,,,93.6
HEATHROW,06/08/2017 06:00,204,11,11.8,5,210,0,,,90.1
HEATHROW,06/08/2017 07:00,782,11.7,12.9,6,220,0,,,85.8
HEATHROW,06/08/2017 08:00,1413,13.3,15.2,4,230,0,,,79.5
HEATHROW,06/08/2017 09:00,2037,14.1,17.6,9,250,0,,,65.7
HEATHROW,06/08/2017 10:00,2135,14.1,18.2,9,260,0,,,60.9
HEATHROW,06/08/2017 11:00,2563,14.8,20.6,11,230,0,,,49.9
HEATHROW,06/08/2017 12:00,2593,14.8,21,12,240,0,,,47.3
HEATHROW,06/08/2017 13:00,2917,14.2,21.1,13,230,0,,,42.2
HEATHROW,06/08/2017 14:00,2386,14.4,21.4,12,270,0,,,42
HEATHROW,06/08/2017 15:00,2342,14.4,20.6,11,240,0,,,46.8
HEATHROW,06/08/2017 16:00,1500,14.4,20.2,11,220,0,,,49.3
HEATHROW,06/08/2017 17:00,646,15,19.7,11,210,0,,,57.6
HEATHROW,06/08/2017 18:00,483,14.8,19.1,12,210,0,,,60.3
HEATHROW,06/08/2017 19:00,363,14.5,18.3,10,210,0,,,63.8
HEATHROW,06/08/2017 20:00,51,14.2,17.4,10,210,0,,,68.4
HEATHROW,06/08/2017 21:00,0,13.8,16.3,9,210,0,,,74.1
HEATHROW,06/08/2017 22:00,0,13,15.2,8,210,0,,,76.3
HEATHROW,06/08/2017 23:00,0,12.8,14.6,9,220,0,,,80.1
HEATHROW,07-Aug-17,0,12.6,14,8,210,0,,,84.1
HEATHROW,07/08/2017 01:00,0,12.4,13.5,9,210,0,,,87.2
HEATHROW,07/08/2017 02:00,0,12.3,13.3,9,210,0,,,88.4
HEATHROW,07/08/2017 03:00,0,12.4,13.3,8,210,0,,,89.5
HEATHROW,07/08/2017 04:00,0,12.6,13.5,5,200,0,,,89.5
HEATHROW,07/08/2017 05:00,3,12.9,13.7,5,180,0,,,90.8
HEATHROW,07/08/2017 06:00,130,13.4,14.5,6,200,0,,,87.7
HEATHROW,07/08/2017 07:00,448,14.6,16.2,8,230,0,,,83.2
HEATHROW,07/08/2017 08:00,516,14.6,16.3,8,200,0,,,82.2
HEATHROW,07/08/2017 09:00,766,15.4,17.5,9,210,0,,,79
HEATHROW,07/08/2017 10:00,904,15.4,17.7,7,200,0,,,77.1
HEATHROW,07/08/2017 11:00,1214,16.3,18.9,8,190,0,,,75.2
HEATHROW,07/08/2017 12:00,1344,15.8,18.5,9,180,0,,,74
HEATHROW,07/08/2017 13:00,1758,16.7,19.8,11,220,0,,,71.4
HEATHROW,07/08/2017 14:00,1902,16.9,20.5,9,230,0,,,67.7
HEATHROW,07/08/2017 15:00,1280,16.2,19.6,10,190,0,,,68.6
HEATHROW,07/08/2017 16:00,1410,16.1,19.7,10,210,0,,,67
HEATHROW,07/08/2017 17:00,300,16.1,18,4,330,0,,,81.2
HEATHROW,07/08/2017 18:00,307,16.3,18.1,4,290,0,,,82.2
HEATHROW,07/08/2017 19:00,103,15.4,17.4,7,270,0,,,79.9
HEATHROW,07/08/2017 20:00,20,14.9,16.6,7,260,0,,,82.4
HEATHROW,07/08/2017 21:00,0,15,16,3,310,0,,,89.3
HEATHROW,07/08/2017 22:00,0,15.1,15.9,2,330,0,,,91.4
HEATHROW,07/08/2017 23:00,0,14.9,15.6,3,290,0,,,92.4
HEATHROW,08-Aug-17,0,14.8,15.5,2,330,0,,,92.4
HEATHROW,08/08/2017 01:00,0,14.7,15.2,2,350,0,,,94.5
HEATHROW,08/08/2017 02:00,0,14.8,15.4,2,320,0,,,93.4
HEATHROW,08/08/2017 03:00,0,14.9,15.5,2,320,0,,,93.5
HEATHROW,08/08/2017 04:00,0,15.1,15.6,3,240,0.2,,,94.6
HEATHROW,08/08/2017 05:00,0,14.9,15.4,4,240,0,,,94.6
HEATHROW,08/08/2017 06:00,35,14.7,15.2,6,260,0,,,94.5
HEATHROW,08/08/2017 07:00,220,14.1,15.1,4,300,0,,,89
HEATHROW,08/08/2017 08:00,619,14.3,15.5,5,310,0,,,87.1
HEATHROW,08/08/2017 09:00,760,14,15.7,7,310,0,,,82
HEATHROW,08/08/2017 10:00,434,13.5,15.3,5,330,0,,,80.7
HEATHROW,08/08/2017 11:00,839,13.5,15.6,7,330,0,,,77.7
HEATHROW,08/08/2017 12:00,713,13.3,15.6,7,320,0,,,75.7
HEATHROW,08/08/2017 13:00,737,13.6,15.8,7,320,0,,,76.8
HEATHROW,08/08/2017 14:00,457,13.3,15.2,9,310,0,,,79.6
HEATHROW,08/08/2017 15:00,705,13.3,15.5,8,330,0,,,76.7
HEATHROW,08/08/2017 16:00,1103,13.6,16.2,9,310,0,,,73.2
HEATHROW,08/08/2017 17:00,1023,13.1,15.8,8,320,0,,,71.8
HEATHROW,08/08/2017 18:00,521,12.9,15.2,8,330,0,,,75.3
HEATHROW,08/08/2017 19:00,226,12.8,15,6,310,0,,,76.3
HEATHROW,08/08/2017 20:00,19,12.6,14.6,6,290,0,,,78
HEATHROW,08/08/2017 21:00,0,12.3,14.3,6,290,0,,,77.9
HEATHROW,08/08/2017 22:00,0,12.3,13.8,7,270,0,,,83
HEATHROW,08/08/2017 23:00,0,12.3,13.6,6,260,0,,,85.1
HEATHROW,09-Aug-17,0,12.4,13.7,8,270,0,,,85.1
HEATHROW,09/08/2017 01:00,0,12.2,13.3,7,260,0,,,87.2
HEATHROW,09/08/2017 02:00,0,12.3,13.4,7,260,0,,,87.3
HEATHROW,09/08/2017 03:00,0,12.4,13.2,7,260,0,,,90.6
HEATHROW,09/08/2017 04:00,0,12.6,13.1,6,290,0,,,94.1
HEATHROW,09/08/2017 05:00,1,12.7,13.1,6,290,0,,,95.3
HEATHROW,09/08/2017 06:00,39,13.1,13.4,5,290,1,,,96.5
HEATHROW,09/08/2017 07:00,162,13.5,13.7,4,310,1.2,,,97.7
HEATHROW,09/08/2017 08:00,305,13.7,14.1,5,300,0.6,,,95.5
HEATHROW,09/08/2017 09:00,253,13.7,14.2,5,340,0.6,,,94.3
HEATHROW,09/08/2017 10:00,230,13.6,14,5,340,2.6,,,95.4
HEATHROW,09/08/2017 11:00,262,13.9,14.1,6,330,5.4,,,97.8
HEATHROW,09/08/2017 12:00,457,14.4,14.8,6,350,0.8,,,95.5
HEATHROW,09/08/2017 13:00,492,14.8,15.4,7,340,1,,,93.4
HEATHROW,09/08/2017 14:00,286,14.1,14.7,8,360,3.6,,,93.2
HEATHROW,09/08/2017 15:00,379,13.8,14.5,8,360,1.4,,,92.1
HEATHROW,09/08/2017 16:00,321,13.2,14,8,360,1.6,,,90.9
HEATHROW,09/08/2017 17:00,259,13.2,14.1,11,360,0.8,,,89.8
HEATHROW,09/08/2017 18:00,139,13.1,13.9,10,360,1.4,,,90.8
HEATHROW,09/08/2017 19:00,64,13,13.9,9,360,0.2,,,89.7
HEATHROW,09/08/2017 20:00,13,12.7,13.7,10,360,0.4,,,88.5
HEATHROW,09/08/2017 21:00,0,12.9,13.7,8,360,0.4,,,90.8
HEATHROW,09/08/2017 22:00,0,12.8,13.8,8,360,0,,,88.5
HEATHROW,09/08/2017 23:00,0,12.3,13.8,10,10,0,,,83
HEATHROW,10-Aug-17,0,12.2,13.7,7,10,0,,,82.9
HEATHROW,10/08/2017 01:00,0,12.2,13.5,7,10,0,,,85
HEATHROW,10/08/2017 02:00,0,12.2,13.4,9,360,0,,,86.1
HEATHROW,10/08/2017 03:00,0,11.6,12.6,5,350,0,,,88
HEATHROW,10/08/2017 04:00,0,11.4,12.5,9,350,0,,,86.8
HEATHROW,10/08/2017 05:00,1,11.2,12.3,8,360,0,,,86.7
HEATHROW,10/08/2017 06:00,46,11.3,12.5,7,360,0,,,85.6
HEATHROW,10/08/2017 07:00,141,11.4,12.6,6,10,0,,,85.7
HEATHROW,10/08/2017 08:00,1385,12.9,14.9,8,20,0,,,78.1
HEATHROW,10/08/2017 09:00,1861,12.9,15.8,7,20,0,,,69.7
HEATHROW,10/08/2017 10:00,2494,13.2,17,8,10,0,,,62.3
HEATHROW,10/08/2017 11:00,2219,13.1,17.3,8,360,0,,,58.9
HEATHROW,10/08/2017 12:00,1727,13.5,18.5,6,20,0,,,53.5
HEATHROW,10/08/2017 13:00,2046,14.9,19.8,6,10,0,,,56
HEATHROW,10/08/2017 14:00,2290,14.5,20.2,6,350,0,,,50.1
HEATHROW,10/08/2017 15:00,1786,14.3,20.5,7,350,0,,,46.6
HEATHROW,10/08/2017 16:00,2029,14.3,20.6,7,340,0,,,45.9
HEATHROW,10/08/2017 17:00,1568,13.7,19.8,6,10,0,,,46.3
HEATHROW,10/08/2017 18:00,792,14,20.3,5,20,0,,,45.5
HEATHROW,10/08/2017 19:00,548,13.6,19.5,4,40,0,,,47.5
HEATHROW,10/08/2017 20:00,37,13,18.1,3,10,0,,,52
HEATHROW,10/08/2017 21:00,0,12,15.9,3,80,0,,,60
HEATHROW,10/08/2017 22:00,0,12.1,15.6,3,50,0,,,63.5
HEATHROW,10/08/2017 23:00,0,10.8,13.1,2,80,0,,,73.5
HEATHROW,11-Aug-17,0,11.1,12.5,1,290,0,,,83.3
HEATHROW,11/08/2017 01:00,0,10.2,11.3,1,90,0,,,86.3
HEATHROW,11/08/2017 02:00,0,10.7,11.3,1,230,0,,,92.5
HEATHROW,11/08/2017 03:00,0,10.1,10.7,1,310,0,,,92.3
HEATHROW,11/08/2017 04:00,0,9.6,10,4,230,0,,,94.7
HEATHROW,11/08/2017 05:00,0,9.8,10.2,3,250,0,,,94.7
HEATHROW,11/08/2017 06:00,155,10.9,11.5,3,290,0,,,92.5
HEATHROW,11/08/2017 07:00,744,12.1,13.1,6,260,0,,,88.2
HEATHROW,11/08/2017 08:00,1391,13.3,15.2,4,240,0,,,79.5
HEATHROW,11/08/2017 09:00,1961,14.1,17.4,8,260,0,,,67.4
HEATHROW,11/08/2017 10:00,2541,14,18.6,10,240,0,,,57.1
HEATHROW,11/08/2017 11:00,2855,14.3,19.7,11,260,0,,,51.8
HEATHROW,11/08/2017 12:00,3251,15.1,20.6,11,270,0,,,52.3
HEATHROW,11/08/2017 13:00,2610,15.4,20.9,11,250,0,,,52.7
HEATHROW,11/08/2017 14:00,2361,15.5,21.1,12,250,0,,,52.1
HEATHROW,11/08/2017 15:00,2103,15.3,20.4,14,260,0,,,55.2
HEATHROW,11/08/2017 16:00,707,15,19,14,260,0,,,62.8
HEATHROW,11/08/2017 17:00,614,15.3,19.1,13,260,0,,,64.6
HEATHROW,11/08/2017 18:00,367,15.4,18.8,11,240,0,,,67.9
HEATHROW,11/08/2017 19:00,165,15.2,18.2,11,240,0,,,71
HEATHROW,11/08/2017 20:00,32,15.1,17.7,12,240,0,,,74.3
HEATHROW,11/08/2017 21:00,0,15.2,16.9,13,230,0,,,82.6
HEATHROW,11/08/2017 22:00,0,15.5,17.1,11,230,0,,,83.6
HEATHROW,11/08/2017 23:00,0,15.6,16.9,10,220,0,,,86.6
HEATHROW,12-Aug-17,0,15.7,17,9,230,0,,,86.6
HEATHROW,12/08/2017 01:00,0,15.9,17.1,11,240,0,,,87.6
HEATHROW,12/08/2017 02:00,0,16,17.3,9,240,0,,,86.8
HEATHROW,12/08/2017 03:00,0,16.1,17,10,250,0,,,90.7
HEATHROW,12/08/2017 04:00,0,16,16.9,9,250,0,,,90.7
HEATHROW,12/08/2017 05:00,0,16,16.7,6,250,0,,,92.6
HEATHROW,12/08/2017 06:00,74,16.2,17,6,250,0,,,91.7
HEATHROW,12/08/2017 07:00,431,16.1,17.4,9,260,0,,,86.8
HEATHROW,12/08/2017 08:00,781,16.3,18.5,10,270,0,,,78.7
HEATHROW,12/08/2017 09:00,1247,17.2,19.8,11,260,0,,,75.8
HEATHROW,12/08/2017 10:00,1584,16.4,20.2,9,270,0,,,65.8
HEATHROW,12/08/2017 11:00,1511,16,20.5,13,280,0,,,60.3
HEATHROW,12/08/2017 12:00,2675,16.2,21.3,13,270,0,,,56.4
HEATHROW,12/08/2017 13:00,1939,15.3,20.8,11,280,0,,,52.6
HEATHROW,12/08/2017 14:00,1185,14.9,20.1,9,290,0,,,54.1
HEATHROW,12/08/2017 15:00,1612,15.8,21.7,11,260,0,,,50.7
HEATHROW,12/08/2017 16:00,1485,15.3,21.7,11,260,0,,,46.9
HEATHROW,12/08/2017 17:00,1474,14.6,20.3,8,260,0,,,50.3
HEATHROW,12/08/2017 18:00,628,14.5,20.1,8,260,0,,,50.9
HEATHROW,12/08/2017 19:00,362,14.7,20.2,10,270,0,,,51.8
HEATHROW,12/08/2017 20:00,33,14.3,18.8,8,270,0,,,58.2
HEATHROW,12/08/2017 21:00,0,14.1,17.9,6,300,0,,,63.4
HEATHROW,12/08/2017 22:00,0,14.2,17.6,6,290,0,,,66.7
HEATHROW,12/08/2017 23:00,0,13.5,17.1,7,290,0,,,64.3
HEATHROW,13-Aug-17,0,12.5,15.4,5,310,0,,,69.4
HEATHROW,13/08/2017 01:00,0,12.1,15.1,4,320,0,,,68
HEATHROW,13/08/2017 02:00,0,11.7,14.7,4,330,0,,,67.5
HEATHROW,13/08/2017 03:00,0,10.9,13.4,4,330,0,,,71.5
HEATHROW,13/08/2017 04:00,0,11,13.1,3,300,0,,,75.7
HEATHROW,13/08/2017 05:00,0,10.5,12.5,5,300,0,,,76.3
HEATHROW,13/08/2017 06:00,140,10.8,12.8,4,300,0,,,76.6
HEATHROW,13/08/2017 07:00,653,11.4,13.7,4,310,0,,,74
HEATHROW,13/08/2017 08:00,1375,12.7,15.6,2,330,0,,,69.5
HEATHROW,13/08/2017 09:00,2023,12.4,17,4,30,0,,,54.9
HEATHROW,13/08/2017 10:00,2526,13,19.1,3,10,0,,,45.2
HEATHROW,13/08/2017 11:00,2804,12.7,19.3,4,300,0,,,41.5
HEATHROW,13/08/2017 12:00,3204,13.4,20.7,4,210,0,,,38.6
HEATHROW,13/08/2017 13:00,3160,13.5,21,5,220,0,,,37.6
HEATHROW,13/08/2017 14:00,3130,13.5,21.4,4,210,0,,,35.4
HEATHROW,13/08/2017 15:00,2875,14.5,22.6,7,260,0,,,36.1
HEATHROW,13/08/2017 16:00,2428,14,22.1,4,240,0,,,35.2
HEATHROW,13/08/2017 17:00,1357,14.1,21.8,4,200,0,,,37.5
HEATHROW,13/08/2017 18:00,891,13.8,20.9,6,250,0,,,40.4
HEATHROW,13/08/2017 19:00,323,13.5,19.5,7,200,0,,,46.7
HEATHROW,13/08/2017 20:00,21,13.5,18.5,7,230,0,,,53.5
HEATHROW,13/08/2017 21:00,0,13.5,17.8,6,230,0,,,58.7
HEATHROW,13/08/2017 22:00,0,13,16.7,7,220,0,,,62.9
HEATHROW,13/08/2017 23:00,0,12,14.7,4,210,0,,,70.7
HEATHROW,14-Aug-17,0,11.6,13.8,3,210,0,,,75.2
HEATHROW,14/08/2017 01:00,0,10.6,12,3,140,0,,,83
HEATHROW,14/08/2017 02:00,0,10.4,11.7,5,140,0,,,84.1
HEATHROW,14/08/2017 03:00,0,10.4,11.5,3,140,0,,,86.4
HEATHROW,14/08/2017 04:00,0,9.9,11,1,50,0,,,86.1
HEATHROW,14/08/2017 05:00,0,10.2,11.2,2,70,0,,,87.5
HEATHROW,14/08/2017 06:00,155,12.1,13.6,2,40,0,,,82.8
HEATHROW,14/08/2017 07:00,581,12.8,15.5,1,290,0,,,71.5
HEATHROW,14/08/2017 08:00,1109,13.9,16.8,4,200,0,,,70.7
HEATHROW,14/08/2017 09:00,1862,15.1,18.8,6,180,0,,,65.2
HEATHROW,14/08/2017 10:00,1985,15.1,19.7,6,170,0,,,58.5
HEATHROW,14/08/2017 11:00,2629,16,21.3,9,180,0,,,54.8
HEATHROW,14/08/2017 12:00,2754,17.2,23.1,9,200,0,,,52.5
HEATHROW,14/08/2017 13:00,2221,16.8,22.6,9,210,0,,,52.6
HEATHROW,14/08/2017 14:00,1793,16.8,22.6,9,190,0,,,52.6
HEATHROW,14/08/2017 15:00,1404,15.9,22.6,11,190,0,,,46
HEATHROW,14/08/2017 16:00,925,15.5,21.6,11,200,0,,,49.1
HEATHROW,14/08/2017 17:00,527,15.2,21,8,190,0,,,50.6
HEATHROW,14/08/2017 18:00,304,15.2,20.5,7,180,0,,,53.8
HEATHROW,14/08/2017 19:00,273,15.2,20.3,7,200,0,,,55.1
HEATHROW,14/08/2017 20:00,27,15.3,19.7,5,200,0,,,60.2
HEATHROW,14/08/2017 21:00,0,15.4,18.7,6,180,0,,,68.7
HEATHROW,14/08/2017 22:00,0,14.8,17.8,6,160,0,,,70.7
HEATHROW,14/08/2017 23:00,0,14.8,17.3,5,200,0,,,75
HEATHROW,15-Aug-17,0,14.7,16.7,4,230,0,,,79.4
HEATHROW,15/08/2017 01:00,0,14.7,16.5,2,300,0,,,81.3
HEATHROW,15/08/2017 02:00,0,14.4,15.8,1,10,0,,,85.1
HEATHROW,15/08/2017 03:00,0,14.5,15.6,2,250,0,,,88.2
HEATHROW,15/08/2017 04:00,0,14.5,16,3,260,0,,,84.2
HEATHROW,15/08/2017 05:00,0,14.8,15.8,2,310,0,,,89.3
HEATHROW,15/08/2017 06:00,41,14.7,16,4,270,0,,,86.2
HEATHROW,15/08/2017 07:00,284,15.1,16.5,3,280,0,,,85.4
HEATHROW,15/08/2017 08:00,839,15.5,17.9,7,280,0,,,76.4
HEATHROW,15/08/2017 09:00,1507,15.5,18.1,7,290,0,,,74.6
HEATHROW,15/08/2017 10:00,1419,15.5,19.1,7,280,0,,,66.4
HEATHROW,15/08/2017 11:00,1718,15.9,19.8,8,260,0,,,64.5
HEATHROW,15/08/2017 12:00,2713,17,22.5,10,260,0,,,54.7
HEATHROW,15/08/2017 13:00,2660,16.2,21.7,8,260,0,,,53.8
HEATHROW,15/08/2017 14:00,2443,16.3,23.2,9,250,0,,,45.5
HEATHROW,15/08/2017 15:00,2285,16.5,23.8,11,250,0,,,43.6
HEATHROW,15/08/2017 16:00,2253,16.2,23.3,12,270,0,,,44.2
HEATHROW,15/08/2017 17:00,1239,15.8,22.9,9,290,0,,,43.7
HEATHROW,15/08/2017 18:00,884,14.9,22,10,260,0,,,42.3
HEATHROW,15/08/2017 19:00,375,14,20.2,8,260,0,,,46.2
HEATHROW,15/08/2017 20:00,19,13.8,19,7,270,0,,,52.5
HEATHROW,15/08/2017 21:00,0,12.8,17.4,4,280,0,,,55.5
HEATHROW,15/08/2017 22:00,0,12.5,16.2,5,270,0,,,62.4
HEATHROW,15/08/2017 23:00,0,11.7,15.2,6,270,0,,,63.1
HEATHROW,16-Aug-17,0,11.5,14.3,3,300,0,,,69.3
HEATHROW,16/08/2017 01:00,0,10.4,12.5,1,50,0,,,75.2
HEATHROW,16/08/2017 02:00,0,10.5,12.4,1,270,0,,,77.4
HEATHROW,16/08/2017 03:00,0,10.6,12.2,1,350,0,,,80.8
HEATHROW,16/08/2017 04:00,0,10.6,11.7,4,230,0,,,86.5
HEATHROW,16/08/2017 05:00,0,10.8,11.9,3,260,0,,,86.5
HEATHROW,16/08/2017 06:00,99,11.5,12.9,2,310,0,,,83.5
HEATHROW,16/08/2017 07:00,349,12.4,14,1,330,0,,,81.9
HEATHROW,16/08/2017 08:00,841,13.6,15.7,1,150,0,,,77.7
HEATHROW,16/08/2017 09:00,1024,14.1,16.8,6,180,0,,,72.6
HEATHROW,16/08/2017 10:00,1158,15.4,18,10,200,0,,,74.5
HEATHROW,16/08/2017 11:00,1652,14.9,19.3,9,210,0,,,59.7
HEATHROW,16/08/2017 12:00,2115,16.4,21.5,11,210,0,,,56.6
HEATHROW,16/08/2017 13:00,2034,15.2,20.4,10,230,0,,,54.4
HEATHROW,16/08/2017 14:00,2229,15.6,22,12,220,0,,,47.3
HEATHROW,16/08/2017 15:00,2464,15.8,22.6,12,220,0,,,45.3
HEATHROW,16/08/2017 16:00,1774,15.9,22.2,11,220,0,,,48.4
HEATHROW,16/08/2017 17:00,1639,15.2,21.2,12,200,0,,,49.2
HEATHROW,16/08/2017 18:00,781,15.5,20.2,13,210,0,,,58.2
HEATHROW,16/08/2017 19:00,207,14.9,19.1,11,200,0,,,61.2
HEATHROW,16/08/2017 20:00,20,14.1,17.7,8,190,0,,,65
HEATHROW,16/08/2017 21:00,0,14.4,16.8,10,170,0,,,75.5
HEATHROW,16/08/2017 22:00,0,14.2,16.7,8,170,0,,,74.5
HEATHROW,16/08/2017 23:00,0,14.4,16.7,8,150,0,,,76.5
HEATHROW,17-Aug-17,0,14.4,15.5,6,160,1.2,,,88.1
HEATHROW,17/08/2017 01:00,0,15.1,15.9,8,170,2,,,91.4
HEATHROW,17/08/2017 02:00,0,15.5,16.4,8,170,0,,,90.5
HEATHROW,17/08/2017 03:00,0,15.9,16.5,8,170,0.2,,,93.7
HEATHROW,17/08/2017 04:00,0,16.2,16.6,8,180,0.2,,,95.8
HEATHROW,17/08/2017 05:00,0,16.7,17,7,190,0.2,,,96.9
HEATHROW,17/08/2017 06:00,15,17.1,17.6,9,200,0,,,94.9
HEATHROW,17/08/2017 07:00,109,17.3,17.9,7,200,0,,,93.9
HEATHROW,17/08/2017 08:00,199,17.7,18.3,7,220,0,,,94
HEATHROW,17/08/2017 09:00,714,18.5,19.7,11,220,0,,,88.5
HEATHROW,17/08/2017 10:00,1057,18.6,20.5,12,220,0,,,82.5
HEATHROW,17/08/2017 11:00,1948,19.5,23,14,240,0,,,70.6
HEATHROW,17/08/2017 12:00,2801,18.5,24.1,19,250,0,,,55.9
HEATHROW,17/08/2017 13:00,2682,17.5,23,14,250,0,,,55.4
HEATHROW,17/08/2017 14:00,1572,18.3,23.4,14,230,0,,,58.8
HEATHROW,17/08/2017 15:00,1550,18.1,23,13,240,0,,,59.9
HEATHROW,17/08/2017 16:00,1255,16.9,23.8,16,260,0,,,46.4
HEATHROW,17/08/2017 17:00,1248,16.9,22.6,13,250,0,,,53.4
HEATHROW,17/08/2017 18:00,601,17.2,21.2,15,220,0,,,65.1
HEATHROW,17/08/2017 19:00,295,16.7,20,16,220,0,,,69.9
HEATHROW,17/08/2017 20:00,31,16.4,18.6,12,210,0,,,78.7
HEATHROW,17/08/2017 21:00,0,15.7,17.7,12,210,0,,,80.1
HEATHROW,17/08/2017 22:00,0,15.4,17,10,210,0,,,83.6
HEATHROW,17/08/2017 23:00,0,15.1,16.5,8,220,0,,,85.4
HEATHROW,18-Aug-17,0,14.9,16.2,9,220,0,,,86.3
HEATHROW,18/08/2017 01:00,0,14.5,15.8,10,210,0,,,86.1
HEATHROW,18/08/2017 02:00,0,14.5,15.5,7,200,0,,,89.2
HEATHROW,18/08/2017 03:00,0,14.8,15.9,7,190,0,,,88.3
HEATHROW,18/08/2017 04:00,0,15.2,15.9,5,200,0.2,,,92.5
HEATHROW,18/08/2017 05:00,0,14.9,15.5,10,240,3.6,,,93.5
HEATHROW,18/08/2017 06:00,92,14,15,11,230,0,,,89
HEATHROW,18/08/2017 07:00,496,14.7,15.7,11,230,0,,,89.2
HEATHROW,18/08/2017 08:00,1194,15.1,17,14,240,0,,,80.7
HEATHROW,18/08/2017 09:00,1858,14.5,18,14,250,0,,,66.3
HEATHROW,18/08/2017 10:00,2297,15.1,19.2,15,260,0,,,62.3
HEATHROW,18/08/2017 11:00,2602,13.8,18.6,12,260,0,,,55.5
HEATHROW,18/08/2017 12:00,1990,14.2,19.2,16,240,0,,,54.6
HEATHROW,18/08/2017 13:00,1259,13.7,15.2,8,290,3.4,,,83.7
HEATHROW,18/08/2017 14:00,1140,13.4,15.6,12,260,0.2,,,76.7
HEATHROW,18/08/2017 15:00,646,12.3,14,15,230,2.6,,,80.9
HEATHROW,18/08/2017 16:00,715,12.7,14.7,13,250,0.8,,,78.1
HEATHROW,18/08/2017 17:00,1692,13,16.4,15,240,0,,,65.5
HEATHROW,18/08/2017 18:00,729,13.1,15.7,12,240,0,,,72.8
HEATHROW,18/08/2017 19:00,178,12.5,15.3,12,230,0,,,70.4
HEATHROW,18/08/2017 20:00,9,12.7,15.3,9,220,0,,,72.4
HEATHROW,18/08/2017 21:00,0,11.9,15,11,220,0,,,67
HEATHROW,18/08/2017 22:00,0,11.9,14.5,15,220,0,,,71.7
HEATHROW,18/08/2017 23:00,0,12,14.3,16,230,0,,,74.7
HEATHROW,19-Aug-17,0,12.6,14.5,17,250,0,,,79
HEATHROW,19/08/2017 01:00,0,12.4,13.6,14,250,0,,,86.2
HEATHROW,19/08/2017 02:00,0,12.6,13.7,9,260,0,,,87.4
HEATHROW,19/08/2017 03:00,0,12.2,13.1,10,250,0,,,89.5
HEATHROW,19/08/2017 04:00,0,12.3,13.1,8,250,0,,,90.6
HEATHROW,19/08/2017 05:00,0,12.1,12.9,8,270,0,,,90.5
