SITE,OB TIME,RADIATION,WET BULB,AIR TEMP,WIND SPEED,WIND DIR,RAINFALL,10CM SOIL,30CM SOIL,RH
LINTON ON OUSE,10/09/2017 13:00,,12.8,15.2,19,210,0,14.5,,74.6
LINTON ON OUSE,10/09/2017 14:00,,13.1,15.9,16,200,0,14.8,,71.2
LINTON ON OUSE,10/09/2017 15:00,,13,15.3,16,180,0,14.9,,75.7
LINTON ON OUSE,10/09/2017 16:00,,13.5,15.1,17,190,0,15,,82.8
LINTON ON OUSE,10/09/2017 17:00,,13.6,14.4,12,220,1.4,15,,91.1
LINTON ON OUSE,10/09/2017 18:00,,12.3,14,6,240,0.2,14.9,,81.1
LINTON ON OUSE,10/09/2017 19:00,,11.5,13,16,260,0.2,14.7,,82.7
LINTON ON OUSE,10/09/2017 20:00,,10.4,11.9,6,200,0,14.4,,82.1
LINTON ON OUSE,10/09/2017 21:00,,10.3,11.8,9,240,0,14.1,,81.9
LINTON ON OUSE,10/09/2017 22:00,,10,11.9,10,240,0,13.8,,77.4
LINTON ON OUSE,10/09/2017 23:00,,9.6,11.3,11,230,0.2,13.4,,79.3
LINTON ON OUSE,11-Sep-17,,9.4,11.3,11,220,0,13.1,,77
LINTON ON OUSE,11/09/2017 01:00,,9.3,11,12,220,0,12.9,,79.1
LINTON ON OUSE,11/09/2017 02:00,,9.4,11,14,200,0,12.7,,80.3
LINTON ON OUSE,11/09/2017 03:00,,9.6,10.8,16,190,0.2,12.6,,85
LINTON ON OUSE,11/09/2017 04:00,,10,10.5,12,190,1,12.5,,93.6
LINTON ON OUSE,11/09/2017 05:00,,10.8,11.5,13,210,0.8,12.4,,91.5
LINTON ON OUSE,11/09/2017 06:00,,10.9,11.5,9,210,3.2,12.4,,92.6
LINTON ON OUSE,11/09/2017 07:00,,11.1,11.8,10,230,0,12.4,,91.5
LINTON ON OUSE,11/09/2017 08:00,,11.3,12.2,9,220,0.4,12.5,,89.2
LINTON ON OUSE,11/09/2017 09:00,,12.5,13.8,7,240,0,12.7,15.1,85.4
LINTON ON OUSE,11/09/2017 10:00,,12.9,15.3,10,270,0,13,,74.7
LINTON ON OUSE,11/09/2017 11:00,,12.9,16.1,15,260,0,13.6,,67.5
LINTON ON OUSE,11/09/2017 12:00,,13.9,17.3,14,260,0,14.3,,66.9
LINTON ON OUSE,11/09/2017 13:00,,13.1,17.4,12,300,0,15.1,,58.8
LINTON ON OUSE,11/09/2017 14:00,,12.9,16.9,12,290,0,15.5,,60.9
LINTON ON OUSE,11/09/2017 15:00,,13.5,17.6,17,290,0,15.6,,60.8
LINTON ON OUSE,11/09/2017 16:00,,13,17.1,15,290,0,15.8,,60.2
LINTON ON OUSE,11/09/2017 17:00,,12.4,15.9,14,290,0,15.9,,64.4
LINTON ON OUSE,11/09/2017 18:00,,11.9,14.8,10,280,0,15.7,,69.1
LINTON ON OUSE,11/09/2017 19:00,,10.8,13.1,8,260,0,15.3,,73.9
LINTON ON OUSE,11/09/2017 20:00,,10.5,12.6,8,240,0,14.8,,75.6
LINTON ON OUSE,11/09/2017 21:00,,10.6,12.4,10,260,0,14.4,,78.9
LINTON ON OUSE,11/09/2017 22:00,,10.4,12,8,260,0,13.9,,80.9
LINTON ON OUSE,11/09/2017 23:00,,10.1,11.8,10,270,0,13.6,,79.6
LINTON ON OUSE,12-Sep-17,,10,11.8,8,270,0,13.3,,78.3
LINTON ON OUSE,12/09/2017 01:00,,9.6,11.1,7,270,0,13,,81.5
LINTON ON OUSE,12/09/2017 02:00,,9.6,10.9,10,260,0,12.7,,83.7
LINTON ON OUSE,12/09/2017 03:00,,9.5,11.3,9,270,0,12.5,,78
LINTON ON OUSE,12/09/2017 04:00,,9.1,10.7,8,280,0,12.3,,79.9
LINTON ON OUSE,12/09/2017 05:00,,9,10.5,8,280,0,12.1,,80.9
LINTON ON OUSE,12/09/2017 06:00,,9.3,10.8,4,260,0,11.9,,81.2
LINTON ON OUSE,12/09/2017 07:00,,9.5,11.2,6,270,0,11.8,,79
LINTON ON OUSE,12/09/2017 08:00,,10.5,12.8,8,270,0,11.7,,73.4
LINTON ON OUSE,12/09/2017 09:00,,11.2,14.1,13,280,0,11.8,15,68.3
LINTON ON OUSE,12/09/2017 10:00,,12,15.2,13,280,0,12.1,,66.4
LINTON ON OUSE,12/09/2017 11:00,,12,15.6,14,290,0,12.6,,62.9
LINTON ON OUSE,12/09/2017 12:00,,11.6,15.8,10,260,0,13.5,,57.3
LINTON ON OUSE,12/09/2017 13:00,,11.1,15.2,14,260,0,14.1,,57.5
LINTON ON OUSE,12/09/2017 14:00,,11.1,15,11,240,0,14.4,,59.2
LINTON ON OUSE,12/09/2017 15:00,,11,15.9,13,240,0,14.6,,51
LINTON ON OUSE,12/09/2017 16:00,,11.2,14.9,9,260,0,14.8,,61.1
LINTON ON OUSE,12/09/2017 17:00,,10.7,14.2,5,240,0,14.7,,62.2
LINTON ON OUSE,12/09/2017 18:00,,10.5,13.4,3,210,0,14.4,,67.6
LINTON ON OUSE,12/09/2017 19:00,,10.9,13,5,170,0,14.2,,75.9
LINTON ON OUSE,12/09/2017 20:00,,10.7,12.3,7,160,0.2,14,,81.1
LINTON ON OUSE,12/09/2017 21:00,,10.6,11.7,9,140,0,13.8,,86.7
LINTON ON OUSE,12/09/2017 22:00,,10.5,11,13,140,2.2,13.6,,93.7
LINTON ON OUSE,12/09/2017 23:00,,10.7,11.1,14,140,1.2,13.5,,94.9
LINTON ON OUSE,13-Sep-17,,11,11.4,12,160,0.2,13.3,,95.1
LINTON ON OUSE,13/09/2017 01:00,,11.5,11.9,10,170,0.2,13.2,,95.1
LINTON ON OUSE,13/09/2017 02:00,,11.8,12.1,9,160,0,13.2,,96.4
LINTON ON OUSE,13/09/2017 03:00,,12.2,12.9,9,220,0,13.1,,91.9
LINTON ON OUSE,13/09/2017 04:00,,9,10.3,23,310,0.4,13.1,,83.5
LINTON ON OUSE,13/09/2017 05:00,,8.6,10.2,17,300,0,12.9,,79.7
LINTON ON OUSE,13/09/2017 06:00,,8.1,9.7,15,300,0,12.7,,79.2
LINTON ON OUSE,13/09/2017 07:00,,8.4,10.2,11,290,0,12.4,,77.1
LINTON ON OUSE,13/09/2017 08:00,,9,11.2,10,290,0,12.2,,73.2
LINTON ON OUSE,13/09/2017 09:00,,9.2,12.1,16,290,0,12.3,14.9,66.1
LINTON ON OUSE,13/09/2017 10:00,,10.5,13.3,14,290,0,12.6,,68.6
LINTON ON OUSE,13/09/2017 11:00,,10.5,13.6,15,280,0,12.7,,65.7
LINTON ON OUSE,13/09/2017 12:00,,11.3,14.4,13,280,0,13.2,,66.6
LINTON ON OUSE,13/09/2017 13:00,,11,15.2,15,270,0,13.9,,56.7
LINTON ON OUSE,13/09/2017 14:00,,10.6,14.9,13,270,0,14.5,,55.3
LINTON ON OUSE,13/09/2017 15:00,,10.5,14.4,14,280,0,14.9,,58.5
LINTON ON OUSE,13/09/2017 16:00,,10.3,14.9,17,280,0,15,,52.3
LINTON ON OUSE,13/09/2017 17:00,,10.1,13.4,10,280,0,14.9,,63.3
LINTON ON OUSE,13/09/2017 18:00,,9.3,12,10,290,0,14.7,,68.2
LINTON ON OUSE,13/09/2017 19:00,,8.7,10.9,8,270,0,14.3,,72.9
LINTON ON OUSE,13/09/2017 20:00,,8,9.5,6,270,0,13.8,,80.2
LINTON ON OUSE,13/09/2017 21:00,,8,9.5,7,260,0,13.4,,80.2
LINTON ON OUSE,13/09/2017 22:00,,8.2,9.5,5,300,0,12.9,,82.8
LINTON ON OUSE,13/09/2017 23:00,,8.1,9.3,7,280,0,12.6,,84
LINTON ON OUSE,14-Sep-17,,7.9,8.7,5,330,0,12.4,,89.1
LINTON ON OUSE,14/09/2017 01:00,,8.2,9.3,5,290,0,12.2,,85.3
LINTON ON OUSE,14/09/2017 02:00,,8.5,9.1,4,250,0.2,12.1,,91.9
LINTON ON OUSE,14/09/2017 03:00,,8.8,9.6,5,260,0.2,12,,89.4
LINTON ON OUSE,14/09/2017 04:00,,8.8,9.5,5,280,0,12,,90.7
LINTON ON OUSE,14/09/2017 05:00,,8.9,9.6,5,310,0,11.9,,90.7
LINTON ON OUSE,14/09/2017 06:00,,8.3,9.2,7,300,0,11.9,,87.9
LINTON ON OUSE,14/09/2017 07:00,,9,10.3,9,310,0,11.7,,83.3
LINTON ON OUSE,14/09/2017 08:00,,9.9,11.7,11,330,0,11.6,,78.3
LINTON ON OUSE,14/09/2017 09:00,,10.4,12.9,15,330,0,11.7,14.4,71.3
LINTON ON OUSE,14/09/2017 10:00,,11,13.7,14,320,0,12.2,,69.9
LINTON ON OUSE,14/09/2017 11:00,,11.8,15.4,13,340,0,12.7,,62.6
LINTON ON OUSE,14/09/2017 12:00,,11,14.9,11,330,0,13.3,,58.9
LINTON ON OUSE,14/09/2017 13:00,,11.9,16.7,14,310,0,14,,53
LINTON ON OUSE,14/09/2017 14:00,,10.4,14,9,360,0,14.6,,60.8
LINTON ON OUSE,14/09/2017 15:00,,10.7,13.2,5,300,0.6,14.8,,71.5
LINTON ON OUSE,14/09/2017 16:00,,10.4,14.2,9,310,0,14.8,,59
LINTON ON OUSE,14/09/2017 17:00,,10.8,14.3,8,310,0,14.8,,62.2
LINTON ON OUSE,14/09/2017 18:00,,10.5,12.9,3,310,0,14.7,,72.3
LINTON ON OUSE,14/09/2017 19:00,,9.6,12.6,7,300,0,14.4,,65.4
LINTON ON OUSE,14/09/2017 20:00,,8.8,10.1,1,350,0,14,,83.1
LINTON ON OUSE,14/09/2017 21:00,,7.7,9.5,6,270,0,13.5,,76.3
LINTON ON OUSE,14/09/2017 22:00,,7.3,8.8,4,270,0,13,,79.6
LINTON ON OUSE,14/09/2017 23:00,,7,8.1,2,280,0,12.6,,84.5
LINTON ON OUSE,15-Sep-17,,7,8.2,4,270,0,12.2,,83.2
LINTON ON OUSE,15/09/2017 01:00,,6.6,7.4,3,280,0,11.8,,88.3
LINTON ON OUSE,15/09/2017 02:00,,6.9,7.8,3,240,0,11.5,,87.1
LINTON ON OUSE,15/09/2017 03:00,,7.4,8.2,4,290,0,11.2,,88.7
LINTON ON OUSE,15/09/2017 04:00,,8.4,9.2,4,300,0,11.2,,89.2
LINTON ON OUSE,15/09/2017 05:00,,8.9,9.7,5,300,0,11.2,,89.4
LINTON ON OUSE,15/09/2017 06:00,,9.1,9.8,6,320,0,11.3,,90.7
LINTON ON OUSE,15/09/2017 07:00,,9.6,10.5,8,330,0,11.3,,88.4
LINTON ON OUSE,15/09/2017 08:00,,9.8,11.1,10,330,0,11.4,,83.7
LINTON ON OUSE,15/09/2017 09:00,,10.5,12.8,13,340,0,11.5,14.1,73.3
LINTON ON OUSE,15/09/2017 10:00,,10.3,12.9,12,340,0,12,,70.1
LINTON ON OUSE,15/09/2017 11:00,,10.8,13.7,10,350,0,12.4,,67.7
LINTON ON OUSE,15/09/2017 12:00,,10.5,13.4,9,350,0,12.9,,67.3
LINTON ON OUSE,15/09/2017 13:00,,11,14.7,9,10,0,13.3,,60.6
LINTON ON OUSE,15/09/2017 14:00,,11.6,15.3,10,360,0,13.6,,61.4
LINTON ON OUSE,15/09/2017 15:00,,11.3,14.5,11,10,0,14,,65.4
LINTON ON OUSE,15/09/2017 16:00,,11,14.3,8,20,0,14.2,,64.2
LINTON ON OUSE,15/09/2017 17:00,,10,12.6,3,20,0,14.4,,69.8
LINTON ON OUSE,15/09/2017 18:00,,9.7,11.3,3,280,0,14.3,,80.3
LINTON ON OUSE,15/09/2017 19:00,,9.2,10.7,6,270,0,13.9,,81
LINTON ON OUSE,15/09/2017 20:00,,9.9,10.8,6,320,0,13.5,,88.5
LINTON ON OUSE,15/09/2017 21:00,,10,11.2,7,310,0,13.2,,85
LINTON ON OUSE,15/09/2017 22:00,,9.9,11.1,9,320,0,13,,84.9
LINTON ON OUSE,15/09/2017 23:00,,9.9,11.1,8,320,0.2,12.8,,84.9
LINTON ON OUSE,16-Sep-17,,9.8,10.6,6,320,0.2,12.7,,89.7
LINTON ON OUSE,16/09/2017 01:00,,9.5,10.5,7,320,0,12.6,,87.2
LINTON ON OUSE,16/09/2017 02:00,,9.1,10.3,9,330,0,12.5,,84.5
LINTON ON OUSE,16/09/2017 03:00,,9.1,10.1,9,330,0,12.3,,86.9
LINTON ON OUSE,16/09/2017 04:00,,9,9.8,12,330,0,12.2,,89.4
LINTON ON OUSE,16/09/2017 05:00,,9.2,9.9,13,330,0,12,,90.7
LINTON ON OUSE,16/09/2017 06:00,,9,9.9,12,330,0,12,,88.1
LINTON ON OUSE,16/09/2017 07:00,,9,10.2,11,320,0,11.9,,84.4
LINTON ON OUSE,16/09/2017 08:00,,9.1,10.3,11,330,0,11.9,,84.5
LINTON ON OUSE,16/09/2017 09:00,,9.8,11.7,14,350,0,12,14.1,76.9
LINTON ON OUSE,16/09/2017 10:00,,10.3,12.9,11,340,0,12.5,,70.1
LINTON ON OUSE,16/09/2017 11:00,,10.4,13,11,350,0,13.1,,70.2
LINTON ON OUSE,16/09/2017 12:00,,10.5,13.5,11,350,0,13.6,,66.3
LINTON ON OUSE,16/09/2017 13:00,,10.5,13.1,11,360,0,14,,70.3
LINTON ON OUSE,16/09/2017 14:00,,10.7,13.5,10,360,0,14.3,,68.5
LINTON ON OUSE,16/09/2017 15:00,,11.2,14.2,10,340,0,14.6,,67.2
LINTON ON OUSE,16/09/2017 16:00,,10.3,13.1,11,350,0,14.9,,68.1
LINTON ON OUSE,16/09/2017 17:00,,10.5,13,9,360,0,14.9,,71.3
LINTON ON OUSE,16/09/2017 18:00,,9.9,11,5,320,0,14.7,,86.1
LINTON ON OUSE,16/09/2017 19:00,,9.1,9.8,4,330,0,14.3,,90.7
LINTON ON OUSE,16/09/2017 20:00,,9.3,9.9,5,330,0,13.8,,92
LINTON ON OUSE,16/09/2017 21:00,,9.5,10,6,320,0,13.5,,93.5
LINTON ON OUSE,16/09/2017 22:00,,9.7,10.2,7,330,0,13.2,,93.5
LINTON ON OUSE,16/09/2017 23:00,,10.2,10.5,7,330,0,12.9,,96.1
LINTON ON OUSE,17-Sep-17,,9.5,9.7,7,330,0.2,12.8,,97.3
LINTON ON OUSE,17/09/2017 01:00,,9.7,9.9,7,330,0,12.6,,97.4
LINTON ON OUSE,17/09/2017 02:00,,9.1,9.2,6,330,0,12.4,,98.6
LINTON ON OUSE,17/09/2017 03:00,,9.2,9.3,6,320,0,12.2,,98.6
LINTON ON OUSE,17/09/2017 04:00,,9.6,9.7,5,330,0,12,,98.7
LINTON ON OUSE,17/09/2017 05:00,,9.1,9.2,6,320,0,11.8,,98.6
LINTON ON OUSE,17/09/2017 06:00,,9.4,9.5,6,320,0,11.7,,98.7
LINTON ON OUSE,17/09/2017 07:00,,11.5,11.7,6,10,0.8,11.5,,97.5
LINTON ON OUSE,17/09/2017 08:00,,11.7,12,7,330,1.2,11.6,,96.3
LINTON ON OUSE,17/09/2017 09:00,,12.2,12.7,9,340,0.2,12,14,94
LINTON ON OUSE,17/09/2017 10:00,,12.7,13.6,10,330,0,12.5,,89.6
LINTON ON OUSE,17/09/2017 11:00,,13.2,14.9,11,340,0,13.1,,81.4
LINTON ON OUSE,17/09/2017 12:00,,13,14.7,13,350,0,13.7,,81.3
LINTON ON OUSE,17/09/2017 13:00,,13.6,15.3,13,340,0,14.3,,81.7
LINTON ON OUSE,17/09/2017 14:00,,13.4,15.5,11,350,0,14.9,,77.7
LINTON ON OUSE,17/09/2017 15:00,,12.8,13.9,11,340,1.6,15.1,,87.5
LINTON ON OUSE,17/09/2017 16:00,,13.9,15.4,8,330,0,15.2,,83.8
LINTON ON OUSE,17/09/2017 17:00,,12.4,14.1,9,360,0,15.4,,80.9
LINTON ON OUSE,17/09/2017 18:00,,11.8,12.9,7,340,0,15.2,,87.1
LINTON ON OUSE,17/09/2017 19:00,,11.4,11.9,6,330,0,14.8,,93.8
LINTON ON OUSE,17/09/2017 20:00,,11.3,11.7,7,320,0,14.4,,95
LINTON ON OUSE,17/09/2017 21:00,,11.7,12,5,330,0,14,,96.3
LINTON ON OUSE,17/09/2017 22:00,,10.5,11,7,330,0,13.7,,93.6
LINTON ON OUSE,17/09/2017 23:00,,11,11.4,7,340,0,13.4,,95
LINTON ON OUSE,18-Sep-17,,10.3,10.6,6,330,0,13.2,,96.1
LINTON ON OUSE,18/09/2017 01:00,,9.9,10.2,6,330,0.2,12.9,,96.1
LINTON ON OUSE,18/09/2017 02:00,,9.6,9.9,7,310,0,12.6,,96.1
LINTON ON OUSE,18/09/2017 03:00,,9.3,9.5,5,320,0,12.4,,97.3
LINTON ON OUSE,18/09/2017 04:00,,10,10.4,10,320,0,12.1,,94.7
LINTON ON OUSE,18/09/2017 05:00,,9.7,10.2,11,310,0,12,,93.4
LINTON ON OUSE,18/09/2017 06:00,,8.9,9.3,8,340,0,11.9,,94.5
LINTON ON OUSE,18/09/2017 07:00,,9.3,9.8,10,330,0,11.7,,93.3
LINTON ON OUSE,18/09/2017 08:00,,10.2,11.1,10,340,0,11.8,,88.7
LINTON ON OUSE,18/09/2017 09:00,,10.6,11.9,8,350,0,12,14.1,84.1
LINTON ON OUSE,18/09/2017 10:00,,11.1,12.8,8,330,0,12.4,,80.1
LINTON ON OUSE,18/09/2017 11:00,,10.8,13.3,9,340,0,12.8,,71.5
LINTON ON OUSE,18/09/2017 12:00,,11,14.1,8,340,0,13.4,,65.9
LINTON ON OUSE,18/09/2017 13:00,,10.9,14.4,9,330,0,14,,62.1
LINTON ON OUSE,18/09/2017 14:00,,10.6,14.2,8,350,0,14.4,,60.9
LINTON ON OUSE,18/09/2017 15:00,,10.4,12.9,5,10,0,14.5,,71.2
LINTON ON OUSE,18/09/2017 16:00,,10.1,12.5,7,360,0,14.4,,71.9
LINTON ON OUSE,18/09/2017 17:00,,10,11.9,5,350,0,14.2,,77
LINTON ON OUSE,18/09/2017 18:00,,9.8,10.9,5,330,0,14,,86
LINTON ON OUSE,18/09/2017 19:00,,9.3,9.9,7,300,0.4,13.7,,92
LINTON ON OUSE,18/09/2017 20:00,,9.1,9.5,6,300,0,13.4,,94.5
LINTON ON OUSE,18/09/2017 21:00,,8.4,8.7,6,300,0,13.1,,95.9
LINTON ON OUSE,18/09/2017 22:00,,7.4,7.6,4,320,0,12.8,,97.1
LINTON ON OUSE,18/09/2017 23:00,,6.5,6.7,3,330,0,12.4,,96.9
LINTON ON OUSE,19-Sep-17,,6.2,6.3,4,330,0,12,,98.4
LINTON ON OUSE,19/09/2017 01:00,,5.9,6.1,7,290,0,11.7,,96.9
LINTON ON OUSE,19/09/2017 02:00,,5.2,5.4,5,290,0,11.3,,96.9
LINTON ON OUSE,19/09/2017 03:00,,5.6,5.8,3,320,0.2,11,,97
LINTON ON OUSE,19/09/2017 04:00,,6.2,6.3,4,270,0,10.8,,98.4
LINTON ON OUSE,19/09/2017 05:00,,5.1,5.2,2,290,0,10.6,,98.4
LINTON ON OUSE,19/09/2017 06:00,,4.8,4.9,2,320,0,10.4,,98.4
LINTON ON OUSE,19/09/2017 07:00,,5.2,5.4,4,290,0,10.1,,96.9
LINTON ON OUSE,19/09/2017 08:00,,6.8,7.2,2,340,0,9.9,,94
LINTON ON OUSE,19/09/2017 09:00,,8.4,9.4,1,110,0,9.8,13.6,86.5
LINTON ON OUSE,19/09/2017 10:00,,10.1,11.9,3,170,0,10.2,,78.2
LINTON ON OUSE,19/09/2017 11:00,,10.5,14,5,220,0,10.7,,61.6
LINTON ON OUSE,19/09/2017 12:00,,11.9,15.4,6,220,0,11.9,,63.4
LINTON ON OUSE,19/09/2017 13:00,,11.3,16,7,230,0,13.2,,52.6
LINTON ON OUSE,19/09/2017 14:00,,12.4,16.7,10,240,0,14.1,,57.3
LINTON ON OUSE,19/09/2017 15:00,,11.4,15.3,8,280,0,14.6,,59.2
LINTON ON OUSE,19/09/2017 16:00,,11.7,16.1,9,260,0,14.8,,55.6
LINTON ON OUSE,19/09/2017 17:00,,11.7,15.4,9,250,0,14.8,,61.4
LINTON ON OUSE,19/09/2017 18:00,,11.1,13.9,4,240,0,14.6,,68.8
LINTON ON OUSE,19/09/2017 19:00,,10.3,12.5,5,250,0,14.1,,74.1
LINTON ON OUSE,19/09/2017 20:00,,9.5,11,5,240,0,13.6,,81.2
LINTON ON OUSE,19/09/2017 21:00,,9,10.3,4,250,0,13.1,,83.2
LINTON ON OUSE,19/09/2017 22:00,,8.8,9.9,5,220,0,12.7,,85.5
LINTON ON OUSE,19/09/2017 23:00,,8.3,9.1,2,200,0,12.3,,89.1
LINTON ON OUSE,20-Sep-17,,7.5,7.9,3,150,0,12,,94.2
LINTON ON OUSE,20/09/2017 01:00,,7.2,7.3,2,110,0,11.6,,98.5
LINTON ON OUSE,20/09/2017 02:00,,7.3,7.7,3,160,0,11.3,,94.2
LINTON ON OUSE,20/09/2017 03:00,,6.5,6.8,2,110,0,11.1,,95.5
LINTON ON OUSE,20/09/2017 04:00,,6.7,6.9,3,80,0,10.9,,97.1
LINTON ON OUSE,20/09/2017 05:00,,7.2,7.4,3,110,0,10.7,,97.1
LINTON ON OUSE,20/09/2017 06:00,,8,8.3,4,110,0,10.7,,95.8
LINTON ON OUSE,20/09/2017 07:00,,9.2,9.5,2,110,0,10.8,,96
LINTON ON OUSE,20/09/2017 08:00,,9.8,10.4,3,160,0,10.9,,92.2
LINTON ON OUSE,20/09/2017 09:00,,11.1,11.9,4,150,0,11.2,13.5,90.2
LINTON ON OUSE,20/09/2017 10:00,,13.2,14.7,6,110,0,11.6,,83.4
LINTON ON OUSE,20/09/2017 11:00,,13.9,16.4,4,170,0,12.4,,74.3
LINTON ON OUSE,20/09/2017 12:00,,14,17.2,4,210,0,13.2,,68.3
LINTON ON OUSE,20/09/2017 13:00,,14.8,19,8,230,0,13.8,,61.1
LINTON ON OUSE,20/09/2017 14:00,,14.4,18.4,11,230,0,14.4,,62.2
LINTON ON OUSE,20/09/2017 15:00,,14.5,18.5,10,220,0,14.8,,62.3
LINTON ON OUSE,20/09/2017 16:00,,14.3,18.3,8,210,0,15,,62.1
LINTON ON OUSE,20/09/2017 17:00,,14.5,18.1,9,180,0,15,,65.5
LINTON ON OUSE,20/09/2017 18:00,,14.3,16.9,9,220,0,15,,73.7
LINTON ON OUSE,20/09/2017 19:00,,14.2,16.2,9,190,0,14.9,,79.2
LINTON ON OUSE,20/09/2017 20:00,,13.8,15.9,8,170,0,14.7,,77.9
LINTON ON OUSE,20/09/2017 21:00,,13.8,14.9,5,150,0.2,14.5,,87.8
LINTON ON OUSE,20/09/2017 22:00,,13.6,14.7,7,150,0.2,14.4,,87.8
LINTON ON OUSE,20/09/2017 23:00,,13.8,14.5,8,170,0.6,14.3,,92.1
LINTON ON OUSE,21-Sep-17,,13.6,14.3,7,150,0,14.2,,92.1
LINTON ON OUSE,21/09/2017 01:00,,13.5,14.4,12,160,0,14,,89.9
LINTON ON OUSE,21/09/2017 02:00,,13.1,13.9,10,170,0,13.9,,90.8
LINTON ON OUSE,21/09/2017 03:00,,13.1,13.9,10,170,0,13.8,,90.8
LINTON ON OUSE,21/09/2017 04:00,,12.9,13.6,10,170,0,13.7,,91.8
LINTON ON OUSE,21/09/2017 05:00,,13.3,14,10,160,0,13.5,,92
LINTON ON OUSE,21/09/2017 06:00,,13.6,14.4,11,170,0,13.4,,91
LINTON ON OUSE,21/09/2017 07:00,,13.8,14.7,10,160,0,13.5,,90
LINTON ON OUSE,21/09/2017 08:00,,13.9,14.7,6,140,0,13.5,,91.1
LINTON ON OUSE,21/09/2017 09:00,,14.4,16,11,170,0,13.6,14.3,83.1
LINTON ON OUSE,21/09/2017 10:00,,14.7,16.6,12,170,0,13.9,,80.4
LINTON ON OUSE,21/09/2017 11:00,,14.9,17.1,13,180,0,14.3,,77.8
LINTON ON OUSE,21/09/2017 12:00,,14.7,16.6,11,180,0,14.7,,80.4
LINTON ON OUSE,21/09/2017 13:00,,14.6,15.7,11,210,0.2,14.8,,88.2
LINTON ON OUSE,21/09/2017 14:00,,13.7,14.9,10,270,0.2,14.8,,86.8
LINTON ON OUSE,21/09/2017 15:00,,12.8,14.9,9,270,0,14.9,,77.2
LINTON ON OUSE,21/09/2017 16:00,,12.4,14.7,8,260,0,14.9,,75
LINTON ON OUSE,21/09/2017 17:00,,11.6,14.2,8,270,0,14.7,,71.4
LINTON ON OUSE,21/09/2017 18:00,,11.2,13.6,8,270,0,14.6,,73
LINTON ON OUSE,21/09/2017 19:00,,10.3,11.7,6,260,0,14.3,,82.8
LINTON ON OUSE,21/09/2017 20:00,,9.5,10.4,3,260,0,13.9,,88.4
LINTON ON OUSE,21/09/2017 21:00,,9.4,10.6,6,260,0,13.4,,84.7
LINTON ON OUSE,21/09/2017 22:00,,8.8,9.8,8,250,0,13,,86.8
LINTON ON OUSE,21/09/2017 23:00,,8.8,9.6,5,240,0,12.6,,89.3
LINTON ON OUSE,22-Sep-17,,7.7,8.1,1,240,0,12.3,,94.3
LINTON ON OUSE,22/09/2017 01:00,,7.4,7.8,4,180,0,11.9,,94.1
LINTON ON OUSE,22/09/2017 02:00,,5.6,5.9,3,130,0,11.6,,95.4
LINTON ON OUSE,22/09/2017 03:00,,4.9,4.9,2,120,0,11.2,,100
LINTON ON OUSE,22/09/2017 04:00,,5.2,5.3,2,120,0,10.9,,98.4
LINTON ON OUSE,22/09/2017 05:00,,3.5,3.5,2,100,0,10.6,,100
LINTON ON OUSE,22/09/2017 06:00,,2.8,2.9,1,160,0,10.3,,98.1
LINTON ON OUSE,22/09/2017 07:00,,4,4.2,2,100,0,10,,96.6
LINTON ON OUSE,22/09/2017 08:00,,6.8,6.9,4,90,0,9.8,,98.5
LINTON ON OUSE,22/09/2017 09:00,,8.8,9.5,5,150,0,9.8,13.7,90.6
LINTON ON OUSE,22/09/2017 10:00,,10.7,12.8,7,160,0,10.1,,75.5
LINTON ON OUSE,22/09/2017 11:00,,11.6,14.2,9,180,0,10.5,,71.2
LINTON ON OUSE,22/09/2017 12:00,,12.4,16.5,10,180,0,11.7,,58.9
LINTON ON OUSE,22/09/2017 13:00,,11.9,16.4,12,190,0,12.8,,55.1
LINTON ON OUSE,22/09/2017 14:00,,11.9,16.4,12,180,0,13.5,,55.1
LINTON ON OUSE,22/09/2017 15:00,,11.5,15.5,9,170,0,13.8,,58.6
LINTON ON OUSE,22/09/2017 16:00,,11.9,15.5,13,180,0,14,,62.5
LINTON ON OUSE,22/09/2017 17:00,,11.7,12.9,7,150,0.6,14,,85.8
LINTON ON OUSE,22/09/2017 18:00,,11.5,12.8,6,140,0,13.9,,84.6
LINTON ON OUSE,22/09/2017 19:00,,11.6,12.6,8,150,0.2,13.7,,88.1
LINTON ON OUSE,22/09/2017 20:00,,11.6,12.7,9,150,0.2,13.5,,86.9
LINTON ON OUSE,22/09/2017 21:00,,11.7,13.1,11,160,0,13.3,,83.6
LINTON ON OUSE,22/09/2017 22:00,,11.8,13,9,150,0,13.1,,85.9
LINTON ON OUSE,22/09/2017 23:00,,11.4,12.2,6,140,0,13,,90.2
LINTON ON OUSE,23-Sep-17,,11.3,12.1,7,150,0,12.9,,90.2
LINTON ON OUSE,23/09/2017 01:00,,11.5,12.2,8,150,0,12.7,,91.4
LINTON ON OUSE,23/09/2017 02:00,,11.6,12.3,8,150,0,12.6,,91.5
LINTON ON OUSE,23/09/2017 03:00,,11.7,12.4,6,150,0,12.5,,91.5
LINTON ON OUSE,23/09/2017 04:00,,11.1,11.6,6,150,0,12.5,,93.8
LINTON ON OUSE,23/09/2017 05:00,,10,10.3,4,130,0,12.4,,96.1
LINTON ON OUSE,23/09/2017 06:00,,10.1,10.3,5,140,0,12.1,,97.4
