site,OBTIME,RAD,WB,DB,WS,WD,RAIN,10CM,30CM,RH
DERSINGHAM BOG NNR,25/09/2018,,6.6,7.1,1,170,0,,,92.7
DERSINGHAM BOG NNR,25/09/2018 01:00,,6.2,6.6,1,180,0,,,93.9
DERSINGHAM BOG NNR,25/09/2018 02:00,,6.2,6.4,1,140,0,,,96.9
DERSINGHAM BOG NNR,25/09/2018 03:00,,4.8,5,1,160,0,,,96.7
DERSINGHAM BOG NNR,25/09/2018 04:00,,4,4.1,1,220,0,,,98.3
DERSINGHAM BOG NNR,25/09/2018 05:00,,3.5,3.6,1,190,0,,,98.2
DERSINGHAM BOG NNR,25/09/2018 06:00,,3.3,3.3,1,170,0,,,100
DERSINGHAM BOG NNR,25/09/2018 07:00,,4.9,4.9,1,190,0,,,100
DERSINGHAM BOG NNR,25/09/2018 08:00,,8.1,8.3,2,190,0,,,97.2
DERSINGHAM BOG NNR,25/09/2018 09:00,,9.5,10.9,2,200,0,,,82.5
DERSINGHAM BOG NNR,25/09/2018 10:00,,10.4,13.2,5,200,0,,,68.4
DERSINGHAM BOG NNR,25/09/2018 11:00,,11.1,15,6,190,0,,,59.2
DERSINGHAM BOG NNR,25/09/2018 12:00,,11.3,16.1,7,210,0,,,52.2
DERSINGHAM BOG NNR,25/09/2018 13:00,,10.9,16.5,7,200,0,,,45.6
DERSINGHAM BOG NNR,25/09/2018 14:00,,11.2,17.6,7,200,0,,,40.7
DERSINGHAM BOG NNR,25/09/2018 15:00,,10.1,17.3,9,200,0,,,33.5
DERSINGHAM BOG NNR,25/09/2018 16:00,,10.4,16.7,9,200,0,,,39.9
DERSINGHAM BOG NNR,25/09/2018 17:00,,10.2,15.9,7,210,0,,,43.7
DERSINGHAM BOG NNR,25/09/2018 18:00,,9.5,13.7,4,180,0,,,54.3
DERSINGHAM BOG NNR,25/09/2018 19:00,,9.1,12.8,5,170,0,,,58.1
DERSINGHAM BOG NNR,25/09/2018 20:00,,9.1,12.5,6,180,0,,,61
DERSINGHAM BOG NNR,25/09/2018 21:00,,8.8,11.5,7,170,0,,,67.6
DERSINGHAM BOG NNR,25/09/2018 22:00,,9,12,9,200,0,,,64.7
DERSINGHAM BOG NNR,25/09/2018 23:00,,8.5,11.2,8,200,0,,,67.2
DERSINGHAM BOG NNR,26/09/2018,,8.1,10.5,9,200,0,,,69.9
DERSINGHAM BOG NNR,26/09/2018 01:00,,8,10.2,8,190,0,,,72
DERSINGHAM BOG NNR,26/09/2018 02:00,,7.7,9.6,8,190,0,,,75.2
DERSINGHAM BOG NNR,26/09/2018 03:00,,7.6,9.3,9,190,0,,,77.5
DERSINGHAM BOG NNR,26/09/2018 04:00,,7.5,9.2,9,190,0,,,77.4
DERSINGHAM BOG NNR,26/09/2018 05:00,,7.4,8.9,8,190,0,,,79.8
DERSINGHAM BOG NNR,26/09/2018 06:00,,7.3,8.8,9,190,0,,,79.7
DERSINGHAM BOG NNR,26/09/2018 07:00,,8,9.6,8,200,0,,,79
DERSINGHAM BOG NNR,26/09/2018 08:00,,9.7,12,7,200,0,,,72.7
DERSINGHAM BOG NNR,26/09/2018 09:00,,11.6,14.9,7,210,0,,,65
DERSINGHAM BOG NNR,26/09/2018 10:00,,12.3,16.5,9,220,0,,,58.3
DERSINGHAM BOG NNR,26/09/2018 11:00,,13.7,18.5,8,210,0,,,55.6
DERSINGHAM BOG NNR,26/09/2018 12:00,,14.3,19.2,7,210,0,,,55.6
DERSINGHAM BOG NNR,26/09/2018 13:00,,15.8,21.3,9,230,0,,,53.6
DERSINGHAM BOG NNR,26/09/2018 14:00,,16.9,22.6,9,220,0,,,53.6
DERSINGHAM BOG NNR,26/09/2018 15:00,,17.1,22.6,8,240,0,,,55.1
DERSINGHAM BOG NNR,26/09/2018 16:00,,17.4,22.7,6,240,0,,,56.7
DERSINGHAM BOG NNR,26/09/2018 17:00,,16.8,21.4,5,230,0,,,60.7
DERSINGHAM BOG NNR,26/09/2018 18:00,,15.6,19.1,5,210,0,,,67.5
DERSINGHAM BOG NNR,26/09/2018 19:00,,15.2,18.1,5,210,0,,,72
DERSINGHAM BOG NNR,26/09/2018 20:00,,14.7,17.4,4,210,0,,,73.3
DERSINGHAM BOG NNR,26/09/2018 21:00,,14.4,16.7,4,210,0,,,76.6
DERSINGHAM BOG NNR,26/09/2018 22:00,,14.1,16.1,3,190,0,,,79.2
DERSINGHAM BOG NNR,26/09/2018 23:00,,13.6,15.5,4,210,0,,,79.8
DERSINGHAM BOG NNR,27/09/2018,,13.4,14.9,4,220,0,,,83.7
DERSINGHAM BOG NNR,27/09/2018 01:00,,13.1,14.2,2,170,0,,,87.7
DERSINGHAM BOG NNR,27/09/2018 02:00,,12.1,12.7,1,140,0,,,92.9
DERSINGHAM BOG NNR,27/09/2018 03:00,,11.6,12.1,1,170,0,,,93.9
DERSINGHAM BOG NNR,27/09/2018 04:00,,11,11.4,1,200,0,,,95
DERSINGHAM BOG NNR,27/09/2018 05:00,,11.5,11.9,0,0,0,,,95.1
DERSINGHAM BOG NNR,27/09/2018 06:00,,12.1,12.7,1,80,0,,,92.9
DERSINGHAM BOG NNR,27/09/2018 07:00,,12,12.8,5,170,0,,,90.5
DERSINGHAM BOG NNR,27/09/2018 08:00,,13,14.1,6,170,0,,,87.6
DERSINGHAM BOG NNR,27/09/2018 09:00,,15.4,17.5,5,180,0,,,79.1
DERSINGHAM BOG NNR,27/09/2018 10:00,,16.5,19.8,7,190,0,,,69.9
DERSINGHAM BOG NNR,27/09/2018 11:00,,16.9,21.4,7,210,0,,,61.4
DERSINGHAM BOG NNR,27/09/2018 12:00,,16.7,22.6,8,210,0,,,52.2
DERSINGHAM BOG NNR,27/09/2018 13:00,,17.6,23.8,7,230,0,,,51.5
DERSINGHAM BOG NNR,27/09/2018 14:00,,15.7,23.7,8,220,0,,,39.1
DERSINGHAM BOG NNR,27/09/2018 15:00,,13.8,23.7,5,250,0,,,26.9
DERSINGHAM BOG NNR,27/09/2018 16:00,,14.4,23.5,6,240,0,,,31.6
DERSINGHAM BOG NNR,27/09/2018 17:00,,14.9,22.1,4,240,0,,,42.1
DERSINGHAM BOG NNR,27/09/2018 18:00,,11.6,18.5,3,310,0,,,38.3
DERSINGHAM BOG NNR,27/09/2018 19:00,,11.2,16.3,4,330,0,,,49.8
DERSINGHAM BOG NNR,27/09/2018 20:00,,11.8,14.9,5,330,0,,,67.1
DERSINGHAM BOG NNR,27/09/2018 21:00,,11.8,13.6,2,340,0,,,79.7
DERSINGHAM BOG NNR,27/09/2018 22:00,,12.5,13.7,5,350,0,,,86.4
DERSINGHAM BOG NNR,27/09/2018 23:00,,11.8,13,4,10,0,,,86
DERSINGHAM BOG NNR,28/09/2018,,11.2,12.2,4,10,0,,,88
DERSINGHAM BOG NNR,28/09/2018 01:00,,10.7,12,5,20,0,,,84.3
DERSINGHAM BOG NNR,28/09/2018 02:00,,10.4,12.2,3,10,0,,,78.6
DERSINGHAM BOG NNR,28/09/2018 03:00,,10.2,12.1,3,10,0,,,77.4
DERSINGHAM BOG NNR,28/09/2018 04:00,,9.6,11.6,3,10,0,,,75.8
DERSINGHAM BOG NNR,28/09/2018 05:00,,8.8,10.5,3,10,0,,,78.5
DERSINGHAM BOG NNR,28/09/2018 06:00,,8.8,10.6,3,10,0,,,77.3
DERSINGHAM BOG NNR,28/09/2018 07:00,,8.8,10.6,3,10,0,,,77.3
DERSINGHAM BOG NNR,28/09/2018 08:00,,10.1,13.2,4,10,0,,,65.2
DERSINGHAM BOG NNR,28/09/2018 09:00,,9.8,13.3,5,360,0,,,61
DERSINGHAM BOG NNR,28/09/2018 10:00,,10.5,14.5,4,360,0,,,57.5
DERSINGHAM BOG NNR,28/09/2018 11:00,,10.2,14.7,4,360,0,,,52.9
DERSINGHAM BOG NNR,28/09/2018 12:00,,9.1,13,5,360,0,,,56.3
DERSINGHAM BOG NNR,28/09/2018 13:00,,9.4,13.8,5,10,0,,,52.5
DERSINGHAM BOG NNR,28/09/2018 14:00,,9.9,14.3,4,10,0,,,53.3
DERSINGHAM BOG NNR,28/09/2018 15:00,,9.9,13.6,4,350,0,,,59.3
DERSINGHAM BOG NNR,28/09/2018 16:00,,9.7,13.3,5,30,0,,,59.9
DERSINGHAM BOG NNR,28/09/2018 17:00,,8.9,12.1,3,10,0,,,62.7
DERSINGHAM BOG NNR,28/09/2018 18:00,,7.8,10,2,70,0,,,71.9
DERSINGHAM BOG NNR,28/09/2018 19:00,,6.1,7,0,0,0,,,86.8
DERSINGHAM BOG NNR,28/09/2018 20:00,,5.6,6.1,0,0,0,,,92.4
DERSINGHAM BOG NNR,28/09/2018 21:00,,5.8,6.5,1,120,0,,,89.5
DERSINGHAM BOG NNR,28/09/2018 22:00,,6.5,7.3,1,130,0,,,88.4
DERSINGHAM BOG NNR,28/09/2018 23:00,,4.9,5.4,1,240,0,,,92.1
DERSINGHAM BOG NNR,29/09/2018,,4.4,4.7,0,0,0,,,95.2
DERSINGHAM BOG NNR,29/09/2018 01:00,,4.6,4.7,1,140,0,,,98.4
DERSINGHAM BOG NNR,29/09/2018 02:00,,3.8,3.8,1,180,0,,,100
DERSINGHAM BOG NNR,29/09/2018 03:00,,4.4,4.4,0,0,0,,,100
DERSINGHAM BOG NNR,29/09/2018 04:00,,4.6,4.6,1,130,0,,,100
DERSINGHAM BOG NNR,29/09/2018 05:00,,4.2,4.2,0,0,0,,,100
DERSINGHAM BOG NNR,29/09/2018 06:00,,4.4,4.4,1,170,0,,,100
DERSINGHAM BOG NNR,29/09/2018 07:00,,5.2,5.2,1,160,0,,,100
DERSINGHAM BOG NNR,29/09/2018 08:00,,7.5,8.1,3,200,0.2,,,91.6
DERSINGHAM BOG NNR,29/09/2018 09:00,,8.9,10.2,4,190,0,,,83.3
DERSINGHAM BOG NNR,29/09/2018 10:00,,10.1,13,6,200,0,,,67.1
DERSINGHAM BOG NNR,29/09/2018 11:00,,9.9,14,6,220,0,,,55.8
DERSINGHAM BOG NNR,29/09/2018 12:00,,10,15.4,6,210,0,,,45.5
DERSINGHAM BOG NNR,29/09/2018 13:00,,9.9,16.3,7,220,0,,,38.2
DERSINGHAM BOG NNR,29/09/2018 14:00,,10.2,16.7,6,210,0,,,38.2
DERSINGHAM BOG NNR,29/09/2018 15:00,,9.9,17,9,220,0,,,33.7
DERSINGHAM BOG NNR,29/09/2018 16:00,,10.1,16.9,7,220,0,,,36
DERSINGHAM BOG NNR,29/09/2018 17:00,,9.3,15.6,6,220,0,,,37.7
DERSINGHAM BOG NNR,29/09/2018 18:00,,7.5,11.9,2,190,0,,,49.1
DERSINGHAM BOG NNR,29/09/2018 19:00,,6.9,10.7,3,210,0,,,53.7
DERSINGHAM BOG NNR,29/09/2018 20:00,,6.9,10.3,4,200,0,,,57.7
DERSINGHAM BOG NNR,29/09/2018 21:00,,6.9,10.1,4,210,0,,,59.7
DERSINGHAM BOG NNR,29/09/2018 22:00,,6.9,9.9,4,210,0,,,61.9
DERSINGHAM BOG NNR,29/09/2018 23:00,,7,9.9,5,210,0,,,63.1
DERSINGHAM BOG NNR,30/09/2018,,6.3,8.6,5,210,0,,,69
DERSINGHAM BOG NNR,30/09/2018 01:00,,6.3,8.3,5,210,0,,,72.6
DERSINGHAM BOG NNR,30/09/2018 02:00,,6.2,7.9,5,210,0,,,76.2
DERSINGHAM BOG NNR,30/09/2018 03:00,,6.4,7.6,5,210,0,,,83
DERSINGHAM BOG NNR,30/09/2018 04:00,,5.8,6.6,4,210,0,,,88
DERSINGHAM BOG NNR,30/09/2018 05:00,,6.3,7.1,6,210,0,,,88.3
DERSINGHAM BOG NNR,30/09/2018 06:00,,5.5,6.1,5,210,0,,,90.8
DERSINGHAM BOG NNR,30/09/2018 07:00,,6.3,7,5,210,0,,,89.7
DERSINGHAM BOG NNR,30/09/2018 08:00,,8.3,9.7,5,230,0,,,81.6
DERSINGHAM BOG NNR,30/09/2018 09:00,,11,13.2,3,260,0,,,74.9
DERSINGHAM BOG NNR,30/09/2018 10:00,,10.8,13,3,260,0,,,74.8
DERSINGHAM BOG NNR,30/09/2018 11:00,,11.4,13.8,3,270,0,,,73.3
DERSINGHAM BOG NNR,30/09/2018 12:00,,10.7,13.7,3,290,0,,,66.8
DERSINGHAM BOG NNR,30/09/2018 13:00,,10.9,13.7,2,280,0,,,68.9
DERSINGHAM BOG NNR,30/09/2018 14:00,,10.4,13.2,2,260,0,,,68.4
DERSINGHAM BOG NNR,30/09/2018 15:00,,10.4,13.7,2,290,0,,,63.6
DERSINGHAM BOG NNR,30/09/2018 16:00,,9.8,13.2,2,280,0,,,61.9
DERSINGHAM BOG NNR,30/09/2018 17:00,,9.4,12.7,2,280,0,,,62.4
DERSINGHAM BOG NNR,30/09/2018 18:00,,8.9,11.9,2,270,0,,,64.6
DERSINGHAM BOG NNR,30/09/2018 19:00,,8.7,11.7,4,290,0,,,64.4
DERSINGHAM BOG NNR,30/09/2018 20:00,,8.4,11,5,300,0,,,68.2
DERSINGHAM BOG NNR,30/09/2018 21:00,,8.1,10.1,4,300,0,,,74.4
WYRE FOREST NNR,01/07/2018,,11.9,14.4,1,230,0,,,72.8
