site,OBTIME,RAD,WB,DB,WS,WD,RAIN,10CM,30CM,RH
WHIXALL MOSSES NNR,24/08/2018,,7.2,7.8,4,250,0,,,91.4
WHIXALL MOSSES NNR,24/08/2018 01:00,,7.8,8.7,5,250,0,,,87.7
WHIXALL MOSSES NNR,24/08/2018 02:00,,7.3,7.9,4,240,0,,,91.5
WHIXALL MOSSES NNR,24/08/2018 03:00,,8,8.7,5,280,0,,,90.4
WHIXALL MOSSES NNR,24/08/2018 04:00,,8.3,9.2,6,260,0,,,87.9
WHIXALL MOSSES NNR,24/08/2018 05:00,,7.3,8.1,5,240,0,,,88.8
WHIXALL MOSSES NNR,24/08/2018 06:00,,8.2,8.7,4,250,0,,,93.2
WHIXALL MOSSES NNR,24/08/2018 07:00,,9.9,11.6,9,250,0,,,79.4
WHIXALL MOSSES NNR,24/08/2018 08:00,,10.7,13.2,9,260,0,,,71.6
WHIXALL MOSSES NNR,24/08/2018 09:00,,11.3,14.4,13,280,0,,,66.5
WHIXALL MOSSES NNR,24/08/2018 10:00,,10.2,13.1,8,310,0,,,67.2
WHIXALL MOSSES NNR,24/08/2018 11:00,,11,14.4,10,250,0,,,63.4
WHIXALL MOSSES NNR,24/08/2018 12:00,,10.9,14.1,10,270,0.4,,,65.1
WHIXALL MOSSES NNR,24/08/2018 13:00,,11.9,14.3,11,260,0,,,73.7
WHIXALL MOSSES NNR,24/08/2018 14:00,,12.4,14.6,12,250,0.2,,,76.1
WHIXALL MOSSES NNR,24/08/2018 15:00,,11.2,14.7,10,260,0,,,62.8
WHIXALL MOSSES NNR,24/08/2018 16:00,,10,12.3,12,270,0,,,73
WHIXALL MOSSES NNR,24/08/2018 17:00,,8.4,9,4,270,4.2,,,91.9
WHIXALL MOSSES NNR,24/08/2018 18:00,,8.7,9.4,6,240,0,,,90.6
WHIXALL MOSSES NNR,24/08/2018 19:00,,8.5,9.4,5,270,0,,,88
WHIXALL MOSSES NNR,24/08/2018 20:00,,6.6,7.1,3,250,0,,,92.7
WHIXALL MOSSES NNR,24/08/2018 21:00,,6.8,7.3,5,260,0,,,92.7
WHIXALL MOSSES NNR,24/08/2018 22:00,,7.1,7.7,5,260,0,,,91.4
WHIXALL MOSSES NNR,24/08/2018 23:00,,6.5,7.1,3,250,0.2,,,91.2
WHIXALL MOSSES NNR,25/08/2018,,5.7,6,4,260,0,,,95.4
WHIXALL MOSSES NNR,25/08/2018 01:00,,4.9,5.2,2,240,0,,,95.1
WHIXALL MOSSES NNR,25/08/2018 02:00,,5.2,5.4,3,170,0,,,96.9
WHIXALL MOSSES NNR,25/08/2018 03:00,,7.1,7.2,3,200,0,,,98.5
WHIXALL MOSSES NNR,25/08/2018 04:00,,7.7,7.8,4,230,0,,,98.5
WHIXALL MOSSES NNR,25/08/2018 05:00,,8.6,9.1,5,260,0,,,93.3
WHIXALL MOSSES NNR,25/08/2018 06:00,,8,8.5,5,260,0,,,93.1
WHIXALL MOSSES NNR,25/08/2018 07:00,,10.2,11.2,6,280,0,,,87.5
WHIXALL MOSSES NNR,25/08/2018 08:00,,11,12.6,7,280,0,,,81.2
WHIXALL MOSSES NNR,25/08/2018 09:00,,11.8,13.9,9,300,0,,,76.6
WHIXALL MOSSES NNR,25/08/2018 10:00,,11.4,13.6,10,300,0,,,75.2
WHIXALL MOSSES NNR,25/08/2018 11:00,,11.3,13.2,8,310,0.4,,,78.2
WHIXALL MOSSES NNR,25/08/2018 12:00,,11.1,13.3,7,320,0.4,,,75
WHIXALL MOSSES NNR,25/08/2018 13:00,,13.8,17.7,8,290,0,,,62.5
WHIXALL MOSSES NNR,25/08/2018 14:00,,12.3,15.6,7,350,0,,,65.8
WHIXALL MOSSES NNR,25/08/2018 15:00,,11.6,15.3,8,340,0,,,61.5
WHIXALL MOSSES NNR,25/08/2018 16:00,,11.4,15.2,8,340,0,,,60.4
WHIXALL MOSSES NNR,25/08/2018 17:00,,12.1,16.4,8,350,0,,,57.2
WHIXALL MOSSES NNR,25/08/2018 18:00,,11.7,15.4,6,340,0,,,61.7
WHIXALL MOSSES NNR,25/08/2018 19:00,,9.6,12.1,3,350,0,,,70.5
WHIXALL MOSSES NNR,25/08/2018 20:00,,7.7,8.1,2,200,0,,,94.4
WHIXALL MOSSES NNR,25/08/2018 21:00,,6.3,6.4,0,0,0,,,98.4
WHIXALL MOSSES NNR,25/08/2018 22:00,,5.5,5.6,1,160,0,,,98.4
WHIXALL MOSSES NNR,25/08/2018 23:00,,5.9,6,0,0,0,,,98.5
WHIXALL MOSSES NNR,26/08/2018,,7.3,7.3,3,150,0,,,100
WHIXALL MOSSES NNR,26/08/2018 01:00,,8.2,8.2,1,150,0,,,100
WHIXALL MOSSES NNR,26/08/2018 02:00,,7.5,7.6,1,20,0,,,98.6
WHIXALL MOSSES NNR,26/08/2018 03:00,,8.2,8.3,2,170,0,,,98.6
WHIXALL MOSSES NNR,26/08/2018 04:00,,8.5,8.8,3,140,0,,,95.9
WHIXALL MOSSES NNR,26/08/2018 05:00,,8.6,9,4,150,0,,,94.6
WHIXALL MOSSES NNR,26/08/2018 06:00,,8.8,9.4,4,150,0,,,91.9
WHIXALL MOSSES NNR,26/08/2018 07:00,,9.2,9.9,6,140,0.2,,,90.8
WHIXALL MOSSES NNR,26/08/2018 08:00,,9.9,10.5,7,140,0.6,,,92.3
WHIXALL MOSSES NNR,26/08/2018 09:00,,10.1,10.5,7,140,1,,,94.9
WHIXALL MOSSES NNR,26/08/2018 10:00,,10.1,10.5,9,150,2.2,,,94.9
WHIXALL MOSSES NNR,26/08/2018 11:00,,10.5,10.8,10,150,1.8,,,96.1
WHIXALL MOSSES NNR,26/08/2018 12:00,,11.5,11.8,10,160,1,,,96.2
WHIXALL MOSSES NNR,26/08/2018 13:00,,12.1,12.3,8,160,0.4,,,97.6
WHIXALL MOSSES NNR,26/08/2018 14:00,,13,13.2,6,160,0,,,97.6
WHIXALL MOSSES NNR,26/08/2018 15:00,,14.4,14.7,7,180,0.2,,,96.7
WHIXALL MOSSES NNR,26/08/2018 16:00,,16.2,17,4,200,0,,,91.7
WHIXALL MOSSES NNR,26/08/2018 17:00,,16.5,17.6,7,220,0,,,88.9
WHIXALL MOSSES NNR,26/08/2018 18:00,,16.2,17,6,230,0,,,91.7
WHIXALL MOSSES NNR,26/08/2018 19:00,,14.3,16.1,9,280,0,,,81.2
WHIXALL MOSSES NNR,26/08/2018 20:00,,13.8,15.7,6,250,0,,,79.9
WHIXALL MOSSES NNR,26/08/2018 21:00,,13.7,15.1,7,240,0,,,84.8
WHIXALL MOSSES NNR,26/08/2018 22:00,,13.7,14.5,8,230,0,,,91
WHIXALL MOSSES NNR,26/08/2018 23:00,,13.6,14.2,6,250,0,,,93.2
WHIXALL MOSSES NNR,27/08/2018,,12.4,14.7,6,280,0,,,75.1
WHIXALL MOSSES NNR,27/08/2018 01:00,,11.9,14,10,280,0,,,76.7
WHIXALL MOSSES NNR,27/08/2018 02:00,,11.3,13.7,6,270,0,,,73.2
WHIXALL MOSSES NNR,27/08/2018 03:00,,11.3,13.4,6,260,0,,,76.1
WHIXALL MOSSES NNR,27/08/2018 04:00,,10.6,11.9,8,240,0,,,84.3
WHIXALL MOSSES NNR,27/08/2018 05:00,,11.5,12.8,8,250,0,,,84.7
WHIXALL MOSSES NNR,27/08/2018 06:00,,11.6,13,6,240,0,,,83.7
WHIXALL MOSSES NNR,27/08/2018 07:00,,12,12.9,7,250,0,,,89.4
WHIXALL MOSSES NNR,27/08/2018 08:00,,13,14.7,6,220,0,,,81.4
WHIXALL MOSSES NNR,27/08/2018 09:00,,13.3,15.6,9,270,0,,,75.8
WHIXALL MOSSES NNR,27/08/2018 10:00,,13,15.6,10,270,0,,,72.8
WHIXALL MOSSES NNR,27/08/2018 11:00,,13.3,16.2,11,280,0,,,70.4
WHIXALL MOSSES NNR,27/08/2018 12:00,,14,16.7,10,270,0,,,72.7
WHIXALL MOSSES NNR,27/08/2018 13:00,,13.5,16.1,9,280,0,,,73.2
WHIXALL MOSSES NNR,27/08/2018 14:00,,13.3,16.2,11,280,0,,,70.4
WHIXALL MOSSES NNR,27/08/2018 15:00,,13.7,16.5,10,280,0,,,71.6
WHIXALL MOSSES NNR,27/08/2018 16:00,,13.6,16.4,8,280,0,,,71.5
WHIXALL MOSSES NNR,27/08/2018 17:00,,13.6,16.2,7,260,0,,,73.3
WHIXALL MOSSES NNR,27/08/2018 18:00,,13.7,16.2,5,260,0,,,74.3
WHIXALL MOSSES NNR,27/08/2018 19:00,,13,14.8,4,250,0,,,80.4
WHIXALL MOSSES NNR,27/08/2018 20:00,,12.4,13.4,3,220,0,,,88.4
WHIXALL MOSSES NNR,27/08/2018 21:00,,12.6,13.3,2,190,0,,,91.8
WHIXALL MOSSES NNR,27/08/2018 22:00,,10.6,11,2,210,0,,,95
WHIXALL MOSSES NNR,27/08/2018 23:00,,12.4,12.7,2,170,0,,,96.4
WHIXALL MOSSES NNR,28/08/2018,,12.6,13.2,5,220,0,,,93
WHIXALL MOSSES NNR,28/08/2018 01:00,,12.4,13,4,230,0,,,92.9
WHIXALL MOSSES NNR,28/08/2018 02:00,,12.1,12.7,4,210,0,,,92.9
WHIXALL MOSSES NNR,28/08/2018 03:00,,12,12.5,3,220,0,,,94
WHIXALL MOSSES NNR,28/08/2018 04:00,,12.5,13,3,220,0,,,94.1
WHIXALL MOSSES NNR,28/08/2018 05:00,,11,11.6,3,200,0,,,92.6
WHIXALL MOSSES NNR,28/08/2018 06:00,,10.5,10.7,4,190,0,,,97.4
WHIXALL MOSSES NNR,28/08/2018 07:00,,12.7,13.3,4,190,0,,,93
WHIXALL MOSSES NNR,28/08/2018 08:00,,13,14.3,4,180,0,,,85.5
WHIXALL MOSSES NNR,28/08/2018 09:00,,14,16.5,6,190,0,,,74.5
WHIXALL MOSSES NNR,28/08/2018 10:00,,13.3,15.9,9,220,0,,,73
WHIXALL MOSSES NNR,28/08/2018 11:00,,13.6,16.6,9,230,0,,,69.7
WHIXALL MOSSES NNR,28/08/2018 12:00,,13.7,16.3,7,210,0,,,73.4
WHIXALL MOSSES NNR,28/08/2018 13:00,,14,16.9,8,180,0,,,71
WHIXALL MOSSES NNR,28/08/2018 14:00,,13.9,16.8,8,190,0,,,70.9
WHIXALL MOSSES NNR,28/08/2018 15:00,,13.8,16.5,8,190,0,,,72.5
WHIXALL MOSSES NNR,28/08/2018 16:00,,13.6,16.5,6,200,0,,,70.6
WHIXALL MOSSES NNR,28/08/2018 17:00,,13.8,16.1,4,180,0,,,76.2
WHIXALL MOSSES NNR,28/08/2018 18:00,,13.7,15.5,5,160,0,,,80.9
WHIXALL MOSSES NNR,28/08/2018 19:00,,13.1,14.8,4,160,0,,,81.5
WHIXALL MOSSES NNR,28/08/2018 20:00,,12.7,14.3,3,190,0,,,82.3
WHIXALL MOSSES NNR,28/08/2018 21:00,,12.5,13.7,3,180,0,,,86.4
WHIXALL MOSSES NNR,28/08/2018 22:00,,12.3,13.4,3,170,0,,,87.3
WHIXALL MOSSES NNR,28/08/2018 23:00,,12,12.6,2,180,0,,,92.9
WHIXALL MOSSES NNR,29/08/2018,,11,11.4,3,190,0,,,95
WHIXALL MOSSES NNR,29/08/2018 01:00,,11.8,12.3,3,200,0,,,94
WHIXALL MOSSES NNR,29/08/2018 02:00,,11.6,12.1,2,200,0,,,93.9
WHIXALL MOSSES NNR,29/08/2018 03:00,,11.5,11.9,3,240,0,,,95.1
WHIXALL MOSSES NNR,29/08/2018 04:00,,11.4,12.1,1,170,0,,,91.5
WHIXALL MOSSES NNR,29/08/2018 05:00,,11.2,11.9,2,210,0,,,91.5
WHIXALL MOSSES NNR,29/08/2018 06:00,,11.1,11.4,1,190,0,,,96.3
WHIXALL MOSSES NNR,29/08/2018 07:00,,11.4,11.8,3,240,0,,,95
WHIXALL MOSSES NNR,29/08/2018 08:00,,12.9,14,5,250,0,,,87.6
WHIXALL MOSSES NNR,29/08/2018 09:00,,12.8,14.3,9,320,0,,,83.4
WHIXALL MOSSES NNR,29/08/2018 10:00,,11.5,12.4,9,310,0,,,89.2
WHIXALL MOSSES NNR,29/08/2018 11:00,,11.6,13.3,8,320,0,,,80.5
WHIXALL MOSSES NNR,29/08/2018 12:00,,12.1,14.4,9,340,0,,,74.8
WHIXALL MOSSES NNR,29/08/2018 13:00,,12,15.1,9,340,0,,,67.3
WHIXALL MOSSES NNR,29/08/2018 14:00,,12.9,17.4,10,350,0.2,,,56.7
WHIXALL MOSSES NNR,29/08/2018 15:00,,12,16.3,10,340,0,,,57.1
WHIXALL MOSSES NNR,29/08/2018 16:00,,12,16.5,9,340,0,,,55.5
WHIXALL MOSSES NNR,29/08/2018 17:00,,11.3,14.7,7,340,0,,,63.8
WHIXALL MOSSES NNR,29/08/2018 18:00,,11.3,14.9,7,330,0,,,62
WHIXALL MOSSES NNR,29/08/2018 19:00,,9.7,11.6,4,340,0,,,77
WHIXALL MOSSES NNR,29/08/2018 20:00,,7.5,8.3,2,190,0,,,88.9
WHIXALL MOSSES NNR,29/08/2018 21:00,,6.8,7.6,3,290,0,,,88.5
WHIXALL MOSSES NNR,29/08/2018 22:00,,7.8,8.7,4,290,0,,,87.7
WHIXALL MOSSES NNR,29/08/2018 23:00,,5.7,5.9,1,60,0,,,96.9
WHIXALL MOSSES NNR,30/08/2018,,3.8,4,2,290,0,,,96.7
WHIXALL MOSSES NNR,30/08/2018 01:00,,4.3,4.3,1,90,0,,,100
WHIXALL MOSSES NNR,30/08/2018 02:00,,1.9,2,1,210,0,,,98.2
WHIXALL MOSSES NNR,30/08/2018 03:00,,1.3,1.3,1,170,0,,,100
WHIXALL MOSSES NNR,30/08/2018 04:00,,3.8,3.8,1,70,0,,,100
WHIXALL MOSSES NNR,30/08/2018 05:00,,3.6,3.6,2,170,0,,,100
WHIXALL MOSSES NNR,30/08/2018 06:00,,3.4,3.4,0,0,0,,,100
WHIXALL MOSSES NNR,30/08/2018 07:00,,6.8,6.8,0,0,0,,,100
WHIXALL MOSSES NNR,30/08/2018 08:00,,8.6,8.6,1,200,0,,,100
WHIXALL MOSSES NNR,30/08/2018 09:00,,12.7,13.6,1,110,0,,,89.7
WHIXALL MOSSES NNR,30/08/2018 10:00,,13.3,16.4,3,50,0,,,68.6
WHIXALL MOSSES NNR,30/08/2018 11:00,,13.2,17.8,3,350,0,,,56.4
WHIXALL MOSSES NNR,30/08/2018 12:00,,12.9,17.3,4,60,0,,,57.5
WHIXALL MOSSES NNR,30/08/2018 13:00,,12.9,17.9,2,110,0,,,53.1
WHIXALL MOSSES NNR,30/08/2018 14:00,,12.5,17.7,3,70,0,,,51.1
WHIXALL MOSSES NNR,30/08/2018 15:00,,12.6,17.6,4,50,0,,,52.7
WHIXALL MOSSES NNR,30/08/2018 16:00,,12.4,17.3,4,90,0,,,53.1
WHIXALL MOSSES NNR,30/08/2018 17:00,,12.9,18,3,90,0,,,52.3
WHIXALL MOSSES NNR,30/08/2018 18:00,,12.4,16.7,2,140,0,,,57.6
WHIXALL MOSSES NNR,30/08/2018 19:00,,9.9,12,1,340,0,,,75
WHIXALL MOSSES NNR,30/08/2018 20:00,,8.1,8.5,2,50,0,,,94.4
WHIXALL MOSSES NNR,30/08/2018 21:00,,7.3,7.5,1,60,0,,,97.1
WHIXALL MOSSES NNR,30/08/2018 22:00,,6.4,6.5,1,60,0,,,98.6
WHIXALL MOSSES NNR,30/08/2018 23:00,,5,5.1,0,0,0,,,98.4
WHIXALL MOSSES NNR,31/08/2018,,4.6,4.6,1,60,0,,,100
WHIXALL MOSSES NNR,31/08/2018 01:00,,6.6,6.6,1,60,0,,,100
WHIXALL MOSSES NNR,31/08/2018 02:00,,6.4,6.4,1,150,0,,,100
WHIXALL MOSSES NNR,31/08/2018 03:00,,5.4,5.4,2,250,0,,,100
WHIXALL MOSSES NNR,31/08/2018 04:00,,5.1,5.1,2,70,0,,,100
WHIXALL MOSSES NNR,31/08/2018 05:00,,2.7,2.8,1,80,0,,,98.3
WHIXALL MOSSES NNR,31/08/2018 06:00,,1.8,1.8,0,0,0,,,100
WHIXALL MOSSES NNR,31/08/2018 07:00,,6.6,6.6,0,0,0,,,100
WHIXALL MOSSES NNR,31/08/2018 08:00,,11.7,12.7,4,140,0,,,88.2
WHIXALL MOSSES NNR,31/08/2018 09:00,,12.8,15.4,5,160,0,,,72.6
WHIXALL MOSSES NNR,31/08/2018 10:00,,12.6,16.3,7,160,0,,,62.7
WHIXALL MOSSES NNR,31/08/2018 11:00,,13.3,18.2,9,150,0,,,54.3
WHIXALL MOSSES NNR,31/08/2018 12:00,,12.9,19.2,8,160,0,,,44.2
WHIXALL MOSSES NNR,31/08/2018 13:00,,12.8,19.7,8,140,0,,,40.4
WHIXALL MOSSES NNR,31/08/2018 14:00,,12.8,19.9,7,160,0,,,39.2
WHIXALL MOSSES NNR,31/08/2018 15:00,,13,20.2,7,170,0,,,39
WHIXALL MOSSES NNR,31/08/2018 16:00,,13.8,20.9,4,160,0,,,40.9
WHIXALL MOSSES NNR,31/08/2018 17:00,,13.8,20.1,5,180,0,,,45.7
WHIXALL MOSSES NNR,31/08/2018 18:00,,13.3,18.4,4,150,0,,,53
WHIXALL MOSSES NNR,31/08/2018 19:00,,12.3,16,3,140,0,,,62.4
WHIXALL MOSSES NNR,31/08/2018 20:00,,9.2,10,1,80,0,,,89.6
WHIXALL MOSSES NNR,31/08/2018 21:00,,8.5,8.9,2,120,0,,,94.5
WHIXALL MOSSES NNR,31/08/2018 22:00,,7.6,7.9,1,130,0,,,95.7
WHIXALL MOSSES NNR,31/08/2018 23:00,,7.8,7.9,2,140,0,,,98.6
WHIXALL MOSSES NNR,01/09/2018,,6.4,6.7,0,0,0,,,95.5
WHIXALL MOSSES NNR,01/09/2018 01:00,,5.5,5.6,1,30,0,,,98.4
WHIXALL MOSSES NNR,01/09/2018 02:00,,4.2,4.3,0,0,0,,,98.3
WHIXALL MOSSES NNR,01/09/2018 03:00,,4.8,4.8,1,110,0,,,100
WHIXALL MOSSES NNR,01/09/2018 04:00,,3.9,3.9,2,110,0,,,100
WHIXALL MOSSES NNR,01/09/2018 05:00,,3.7,3.7,1,100,0,,,100
WHIXALL MOSSES NNR,01/09/2018 06:00,,6.3,6.3,1,140,0,,,100
WHIXALL MOSSES NNR,01/09/2018 07:00,,12.1,12.1,3,140,0,,,100
WHIXALL MOSSES NNR,01/09/2018 08:00,,13.2,14.5,6,160,0,,,85.6
WHIXALL MOSSES NNR,01/09/2018 09:00,,15.1,17,8,170,0,,,80.8
WHIXALL MOSSES NNR,01/09/2018 10:00,,16.3,19.5,7,170,0,,,70.5
WHIXALL MOSSES NNR,01/09/2018 11:00,,16,19.2,7,170,0,,,70.2
WHIXALL MOSSES NNR,01/09/2018 12:00,,16.7,21,8,190,0,,,62.6
WHIXALL MOSSES NNR,01/09/2018 13:00,,17.5,22.3,6,210,0,,,60
WHIXALL MOSSES NNR,01/09/2018 14:00,,17.6,22.3,9,210,0,,,60.8
WHIXALL MOSSES NNR,01/09/2018 15:00,,17.6,22.1,6,210,0,,,62.1
WHIXALL MOSSES NNR,01/09/2018 16:00,,17.6,21.6,5,200,0,,,65.6
WHIXALL MOSSES NNR,01/09/2018 17:00,,17.7,21.5,4,200,0,,,67.1
WHIXALL MOSSES NNR,01/09/2018 18:00,,17.5,20.8,4,190,0,,,70.7
WHIXALL MOSSES NNR,01/09/2018 19:00,,16.9,19.7,3,150,0,,,74.1
WHIXALL MOSSES NNR,01/09/2018 20:00,,16.6,19.2,3,150,0,,,75.6
WHIXALL MOSSES NNR,01/09/2018 21:00,,16.4,18.9,2,190,0,,,76.3
WHIXALL MOSSES NNR,01/09/2018 22:00,,16.2,18.2,3,160,0,,,80.4
WHIXALL MOSSES NNR,01/09/2018 23:00,,15.9,17.9,3,170,0,,,80.3
WHIXALL MOSSES NNR,02/09/2018,,15.7,17.5,2,140,0,,,82
WHIXALL MOSSES NNR,02/09/2018 01:00,,15.6,17.6,4,150,0,,,80.1
WHIXALL MOSSES NNR,02/09/2018 02:00,,15.3,17.7,5,170,0,,,76.4
WHIXALL MOSSES NNR,02/09/2018 03:00,,15.1,17.5,5,180,0,,,76.3
WHIXALL MOSSES NNR,02/09/2018 04:00,,14.9,16.9,4,160,0,,,79.7
WHIXALL MOSSES NNR,02/09/2018 05:00,,14.5,16.5,4,170,0,,,79.4
WHIXALL MOSSES NNR,02/09/2018 06:00,,14.1,16.3,4,160,0,,,77.3
WHIXALL MOSSES NNR,02/09/2018 07:00,,14.3,16.7,5,150,0,,,75.6
WHIXALL MOSSES NNR,02/09/2018 08:00,,14.5,17.6,7,170,0,,,69.7
WHIXALL MOSSES NNR,02/09/2018 09:00,,14.5,18.4,8,170,0,,,63.3
WHIXALL MOSSES NNR,02/09/2018 10:00,,15.6,20.2,8,160,0,,,59.3
WHIXALL MOSSES NNR,02/09/2018 11:00,,15.9,21.3,9,180,0,,,54.3
WHIXALL MOSSES NNR,02/09/2018 12:00,,16.8,22.8,9,180,0,,,51.7
WHIXALL MOSSES NNR,02/09/2018 13:00,,17.7,23.8,10,180,0,,,52.2
WHIXALL MOSSES NNR,02/09/2018 14:00,,18.3,24.6,8,220,0,,,51.7
WHIXALL MOSSES NNR,02/09/2018 15:00,,17.9,23.9,7,200,0,,,53
WHIXALL MOSSES NNR,02/09/2018 16:00,,17.6,22.9,6,190,0,,,56.9
WHIXALL MOSSES NNR,02/09/2018 17:00,,17.8,21.8,9,250,0,,,65.8
WHIXALL MOSSES NNR,02/09/2018 18:00,,17.6,20.7,9,240,0,,,72.3
WHIXALL MOSSES NNR,02/09/2018 19:00,,17.2,17.8,1,350,0.4,,,93.9
WHIXALL MOSSES NNR,02/09/2018 20:00,,16.6,17.2,3,160,0,,,93.8
WHIXALL MOSSES NNR,02/09/2018 21:00,,16.1,16.5,1,190,0,,,95.7
WHIXALL MOSSES NNR,02/09/2018 22:00,,15.9,16.1,1,330,0,,,97.9
WHIXALL MOSSES NNR,02/09/2018 23:00,,15.2,15.4,1,160,0,,,97.8
WHIXALL MOSSES NNR,03/09/2018,,12.5,12.7,1,190,0,,,97.6
WHIXALL MOSSES NNR,03/09/2018 01:00,,11.8,11.8,2,80,0,,,100
WHIXALL MOSSES NNR,03/09/2018 02:00,,10.6,10.7,2,130,0,,,98.8
WHIXALL MOSSES NNR,03/09/2018 03:00,,9.9,9.9,2,150,0,,,100
WHIXALL MOSSES NNR,03/09/2018 04:00,,10.3,10.3,0,0,0,,,100
WHIXALL MOSSES NNR,03/09/2018 05:00,,11.8,11.8,1,140,0,,,100
WHIXALL MOSSES NNR,03/09/2018 06:00,,12.4,12.4,1,360,0,,,100
WHIXALL MOSSES NNR,03/09/2018 07:00,,14.8,14.9,3,330,0,,,98.9
WHIXALL MOSSES NNR,03/09/2018 08:00,,14.3,14.4,9,330,0.2,,,98.8
WHIXALL MOSSES NNR,03/09/2018 09:00,,14.5,14.6,9,330,0.4,,,98.9
WHIXALL MOSSES NNR,03/09/2018 10:00,,13.9,14.1,10,350,0.6,,,97.8
WHIXALL MOSSES NNR,03/09/2018 11:00,,13.4,13.8,12,340,0,,,95.4
WHIXALL MOSSES NNR,03/09/2018 12:00,,13.5,13.8,9,330,0,,,96.6
WHIXALL MOSSES NNR,03/09/2018 13:00,,12.6,12.9,9,340,0.8,,,96.4
WHIXALL MOSSES NNR,03/09/2018 14:00,,13.1,14.6,9,340,0,,,83.5
WHIXALL MOSSES NNR,03/09/2018 15:00,,13,15,9,350,0,,,78.4
WHIXALL MOSSES NNR,03/09/2018 16:00,,12.4,15.1,11,340,0,,,71.3
WHIXALL MOSSES NNR,03/09/2018 17:00,,12.8,15.6,9,340,0,,,70.8
WHIXALL MOSSES NNR,03/09/2018 18:00,,12.1,15.1,11,350,0,,,68.3
WHIXALL MOSSES NNR,03/09/2018 19:00,,11.3,13.4,7,330,0,,,76.1
WHIXALL MOSSES NNR,03/09/2018 20:00,,10.8,12.4,4,320,0,,,81.1
WHIXALL MOSSES NNR,03/09/2018 21:00,,11.4,12.9,5,320,0,,,82.5
WHIXALL MOSSES NNR,03/09/2018 22:00,,12,13.3,6,320,0,,,85
WHIXALL MOSSES NNR,03/09/2018 23:00,,12.4,13.7,7,330,0,,,85.2
WHIXALL MOSSES NNR,04/09/2018,,12.4,13.5,7,330,0,,,87.3
WHIXALL MOSSES NNR,04/09/2018 01:00,,12.5,13.4,6,330,0,,,89.6
WHIXALL MOSSES NNR,04/09/2018 02:00,,12.7,13.2,5,330,0,,,94.1
WHIXALL MOSSES NNR,04/09/2018 03:00,,12.2,12.4,4,360,0,,,97.6
WHIXALL MOSSES NNR,04/09/2018 04:00,,11.9,12,5,350,0.2,,,98.8
WHIXALL MOSSES NNR,04/09/2018 05:00,,11.8,11.9,4,360,0,,,98.8
WHIXALL MOSSES NNR,04/09/2018 06:00,,11.6,11.8,4,360,0,,,97.5
WHIXALL MOSSES NNR,04/09/2018 07:00,,11.7,11.9,4,10,0,,,97.5
WHIXALL MOSSES NNR,04/09/2018 08:00,,12.1,12.2,5,350,0.2,,,98.7
WHIXALL MOSSES NNR,04/09/2018 09:00,,12.4,12.6,5,360,0.2,,,97.6
WHIXALL MOSSES NNR,04/09/2018 10:00,,13.1,13.8,6,20,0,,,92
WHIXALL MOSSES NNR,04/09/2018 11:00,,13,14,6,20,0,,,88.7
WHIXALL MOSSES NNR,04/09/2018 12:00,,13.6,15,5,20,0,,,84.8
WHIXALL MOSSES NNR,04/09/2018 13:00,,13.9,15.6,5,40,0,,,82
WHIXALL MOSSES NNR,04/09/2018 14:00,,14.4,15.8,6,50,0,,,85.1
WHIXALL MOSSES NNR,04/09/2018 15:00,,14,16.1,7,30,0,,,78.2
WHIXALL MOSSES NNR,04/09/2018 16:00,,13.9,16.9,7,20,0,,,70
WHIXALL MOSSES NNR,04/09/2018 17:00,,13.6,16.6,6,10,0,,,69.7
WHIXALL MOSSES NNR,04/09/2018 18:00,,12.6,16,8,340,0,,,65.3
WHIXALL MOSSES NNR,04/09/2018 19:00,,11.5,13.1,7,340,0,,,81.5
WHIXALL MOSSES NNR,04/09/2018 20:00,,10.6,11.8,5,330,0,,,85.4
WHIXALL MOSSES NNR,04/09/2018 21:00,,9.1,9.9,3,330,0,,,89.5
WHIXALL MOSSES NNR,04/09/2018 22:00,,7.8,8.1,0,0,0,,,95.8
WHIXALL MOSSES NNR,04/09/2018 23:00,,6.6,6.7,0,0,0,,,98.5
WHIXALL MOSSES NNR,05/09/2018,,5.3,5.4,1,270,0,,,98.4
WHIXALL MOSSES NNR,05/09/2018 01:00,,3.5,3.6,0,0,0,,,98.2
WHIXALL MOSSES NNR,05/09/2018 02:00,,2,2,0,0,0,,,100
WHIXALL MOSSES NNR,05/09/2018 03:00,,2,2,0,0,0,,,100
WHIXALL MOSSES NNR,05/09/2018 04:00,,2.6,2.6,1,40,0,,,100
WHIXALL MOSSES NNR,05/09/2018 05:00,,2.1,2.1,1,30,0,,,100
WHIXALL MOSSES NNR,05/09/2018 06:00,,1.5,1.5,1,40,0,,,100
WHIXALL MOSSES NNR,05/09/2018 07:00,,6.2,6.2,0,0,0,,,100
WHIXALL MOSSES NNR,05/09/2018 08:00,,12.1,12.1,2,340,0,,,100
WHIXALL MOSSES NNR,05/09/2018 09:00,,13.2,15,7,340,0,,,80.5
WHIXALL MOSSES NNR,05/09/2018 10:00,,13.5,16.8,6,340,0,,,67.1
WHIXALL MOSSES NNR,05/09/2018 11:00,,12.5,16.1,6,340,0,,,63.5
WHIXALL MOSSES NNR,05/09/2018 12:00,,12.2,16.4,8,330,0,,,58.2
WHIXALL MOSSES NNR,05/09/2018 13:00,,13.5,19.1,7,360,0,,,49.8
