SITE ,OB TIME,Rad,WB,DB,WS,WD,RAIN,10CM SOIL,30CM SOIL,RH
LINTON ON OUSE,23/08/2018 23:00,,10.3,11.8,7,270,0,16.2,,81.7
LINTON ON OUSE,24/08/2018,,9.5,11,10,260,0,15.9,,81.3
LINTON ON OUSE,24/08/2018,,9.7,11.3,10,260,0,15.9,,80.3
LINTON ON OUSE,24/08/2018 01:00,,9.5,11,7,280,0,15.6,,81.3
LINTON ON OUSE,24/08/2018 01:00,,9.5,11.1,7,280,0,15.6,,80.1
LINTON ON OUSE,24/08/2018 02:00,,9.5,11,10,270,0,15.3,,81.3
LINTON ON OUSE,24/08/2018 02:00,,9.6,11,10,270,0,15.3,,82.5
LINTON ON OUSE,24/08/2018 03:00,,10,11,8,260,0,15.1,,87.4
LINTON ON OUSE,24/08/2018 03:00,,9.8,11.1,8,260,0,15.1,,83.7
LINTON ON OUSE,24/08/2018 04:00,,10.5,12,8,260,0,14.9,,82
LINTON ON OUSE,24/08/2018 04:00,,10,11.5,8,260,0,14.9,,81.6
LINTON ON OUSE,24/08/2018 05:00,,9.5,11,8,280,0,14.8,,81.3
LINTON ON OUSE,24/08/2018 05:00,,9.7,11.2,8,280,0,14.8,,81.4
LINTON ON OUSE,24/08/2018 06:00,,9.5,11,9,260,0,14.7,,81.3
LINTON ON OUSE,24/08/2018 06:00,,9.8,11.2,9,260,0,14.7,,82.6
LINTON ON OUSE,24/08/2018 07:00,,10,12,8,240,0,14.6,,76.1
LINTON ON OUSE,24/08/2018 07:00,,10,11.6,8,240,0,14.6,,80.5
LINTON ON OUSE,24/08/2018 08:00,,11.4,14,11,270,0,14.7,,71.3
LINTON ON OUSE,24/08/2018 08:00,,11.1,13.6,11,270,0,14.7,,71.9
LINTON ON OUSE,24/08/2018 09:00,,11.5,15,14,270,0,15,17,63.1
LINTON ON OUSE,24/08/2018 09:00,,11.3,15,14,270,0,15,17,61
LINTON ON OUSE,24/08/2018 10:00,,12.4,17,18,260,0,15.6,,55.3
LINTON ON OUSE,24/08/2018 10:00,,12.2,16.5,18,260,0,15.6,,57.2
LINTON ON OUSE,24/08/2018 11:00,,10.7,15,13,270,0,16.3,,55.3
LINTON ON OUSE,24/08/2018 11:00,,10.8,15,13,270,0,16.3,,56.1
LINTON ON OUSE,24/08/2018 12:00,,11.5,16,11,280,0,17,,54.8
LINTON ON OUSE,24/08/2018 12:00,,11.4,16,11,280,0,17,,53.7
LINTON ON OUSE,24/08/2018 13:00,,11.1,15,17,250,0,17.6,,59.2
LINTON ON OUSE,24/08/2018 13:00,,10.9,14.8,17,250,0,17.6,,58.8
LINTON ON OUSE,24/08/2018 14:00,,11.4,14,15,260,0.2,17.9,,71.3
LINTON ON OUSE,24/08/2018 14:00,,11.3,13.9,15,260,0.2,17.9,,71.1
LINTON ON OUSE,24/08/2018 15:00,,11.9,15,10,280,0.2,18,,67.2
LINTON ON OUSE,24/08/2018 15:00,,12.2,15.3,10,280,0.2,18,,67.4
LINTON ON OUSE,24/08/2018 16:00,,10.5,13,11,260,1.2,17.9,,71.4
LINTON ON OUSE,24/08/2018 16:00,,10.5,12.6,11,260,1.2,17.9,,75.5
LINTON ON OUSE,24/08/2018 17:00,,10.5,13,5,270,0,17.6,,71.4
LINTON ON OUSE,24/08/2018 17:00,,10.6,13.3,5,270,0,17.6,,69.4
LINTON ON OUSE,24/08/2018 18:00,,10.1,13,7,290,0,17.2,,67.1
LINTON ON OUSE,24/08/2018 18:00,,9.6,12.5,7,290,0,17.2,,66.3
LINTON ON OUSE,24/08/2018 19:00,,9.6,12,8,280,0,16.7,,71.6
LINTON ON OUSE,24/08/2018 19:00,,10,12.4,8,280,0,16.7,,71.9
LINTON ON OUSE,24/08/2018 20:00,,9.1,11,5,270,0,16.3,,76.5
LINTON ON OUSE,24/08/2018 20:00,,9,10.6,5,270,0,16.3,,79.7
LINTON ON OUSE,24/08/2018 21:00,,8.6,10,6,270,0,15.8,,81.9
LINTON ON OUSE,24/08/2018 21:00,,8.8,10.2,6,270,0,15.8,,81.9
LINTON ON OUSE,24/08/2018 22:00,,8.6,10,6,270,0,15.3,,81.9
LINTON ON OUSE,24/08/2018 22:00,,8.3,9.5,6,270,0,15.3,,84
LINTON ON OUSE,24/08/2018 23:00,,8.6,10,4,270,0,14.9,,81.9
LINTON ON OUSE,24/08/2018 23:00,,8.1,9.5,4,270,0,14.9,,81.4
LINTON ON OUSE,25/08/2018,,7.1,8,6,280,0,14.6,,87.3
LINTON ON OUSE,25/08/2018,,7.2,8.4,6,280,0,14.6,,83.3
LINTON ON OUSE,25/08/2018 01:00,,7.6,9,3,290,0,14.3,,81.2
LINTON ON OUSE,25/08/2018 01:00,,7.5,8.5,3,290,0,14.3,,86.1
LINTON ON OUSE,25/08/2018 02:00,,7.1,8,3,260,0,14,,87.3
LINTON ON OUSE,25/08/2018 02:00,,7.2,8.2,3,260,0,14,,85.9
LINTON ON OUSE,25/08/2018 03:00,,6.1,7,5,260,0,13.7,,86.8
LINTON ON OUSE,25/08/2018 03:00,,6.2,6.9,5,260,0,13.7,,89.5
LINTON ON OUSE,25/08/2018 04:00,,7.5,8,3,250,0,13.4,,92.9
LINTON ON OUSE,25/08/2018 04:00,,7.3,7.9,3,250,0,13.4,,91.5
LINTON ON OUSE,25/08/2018 05:00,,6.5,7,2,240,0,13.1,,92.6
LINTON ON OUSE,25/08/2018 05:00,,6.6,7.1,2,240,0,13.1,,92.7
LINTON ON OUSE,25/08/2018 06:00,,7.1,8,1,280,0,12.9,,87.3
LINTON ON OUSE,25/08/2018 06:00,,7,7.5,1,280,0,12.9,,92.8
LINTON ON OUSE,25/08/2018 07:00,,9,10,4,300,0,12.7,,87
LINTON ON OUSE,25/08/2018 07:00,,9.1,10.2,4,300,0,12.7,,85.7
LINTON ON OUSE,25/08/2018 08:00,,10.5,13,9,330,0,12.8,,71.4
LINTON ON OUSE,25/08/2018 08:00,,10.6,12.9,9,330,0,12.8,,73.5
LINTON ON OUSE,25/08/2018 09:00,,11,14,8,320,0,13.3,16.3,67.1
LINTON ON OUSE,25/08/2018 09:00,,10.9,14.1,8,320,0,13.3,16.3,64.9
LINTON ON OUSE,25/08/2018 10:00,,11.1,15,7,340,0,14.1,,59.2
LINTON ON OUSE,25/08/2018 10:00,,10.9,14.9,7,340,0,14.1,,57.8
LINTON ON OUSE,25/08/2018 11:00,,11.5,16,9,340,0,14.9,,54.8
LINTON ON OUSE,25/08/2018 11:00,,11.4,15.8,9,340,0,14.9,,55.2
LINTON ON OUSE,25/08/2018 12:00,,12,17,6,340,0,15.7,,51.8
LINTON ON OUSE,25/08/2018 12:00,,11.7,16.8,6,340,0,15.7,,50.3
LINTON ON OUSE,25/08/2018 13:00,,11.6,17,8,290,0,16.3,,48.2
LINTON ON OUSE,25/08/2018 13:00,,11.9,17.4,8,290,0,16.3,,47.7
LINTON ON OUSE,25/08/2018 14:00,,11.6,17,8,340,0,16.8,,48.2
LINTON ON OUSE,25/08/2018 14:00,,11.7,17.2,8,340,0,16.8,,47.4
LINTON ON OUSE,25/08/2018 15:00,,11.6,17,6,360,0,17.3,,48.2
LINTON ON OUSE,25/08/2018 15:00,,11.5,16.5,6,360,0,17.3,,50.7
LINTON ON OUSE,25/08/2018 16:00,,11.7,18,6,340,0,17.3,,42.2
LINTON ON OUSE,25/08/2018 16:00,,11.7,18.3,6,340,0,17.3,,39.9
LINTON ON OUSE,25/08/2018 17:00,,11.4,18,6,350,0,17.5,,39.8
LINTON ON OUSE,25/08/2018 17:00,,11.6,18.4,6,350,0,17.5,,38.5
LINTON ON OUSE,25/08/2018 18:00,,11.6,17,7,270,0,17.6,,48.2
LINTON ON OUSE,25/08/2018 18:00,,11.2,16.5,7,270,0,17.6,,48
LINTON ON OUSE,25/08/2018 19:00,,11.5,15,6,270,0,17.3,,63.1
LINTON ON OUSE,25/08/2018 19:00,,11.6,15.4,6,270,0,17.3,,60.5
LINTON ON OUSE,25/08/2018 20:00,,11,14,7,270,0,16.8,,67.1
LINTON ON OUSE,25/08/2018 20:00,,10.8,13.5,7,270,0,16.8,,69.6
LINTON ON OUSE,25/08/2018 21:00,,10,12,6,260,0,16.3,,76.1
LINTON ON OUSE,25/08/2018 21:00,,9.6,11.5,6,260,0,16.3,,76.8
LINTON ON OUSE,25/08/2018 22:00,,9.5,11,3,50,0,15.8,,81.3
LINTON ON OUSE,25/08/2018 22:00,,9.3,10.9,3,50,0,15.8,,79.9
LINTON ON OUSE,25/08/2018 23:00,,9,10,4,190,0,15.4,,87
LINTON ON OUSE,25/08/2018 23:00,,8.9,10.2,4,190,0,15.4,,83.2
LINTON ON OUSE,26/08/2018,,8.6,10,5,200,0,15,,81.9
LINTON ON OUSE,26/08/2018,,8.7,9.9,5,200,0,15,,84.3
LINTON ON OUSE,26/08/2018 01:00,,8.6,10,5,210,0,14.8,,81.9
LINTON ON OUSE,26/08/2018 01:00,,8.6,9.8,5,210,0,14.8,,84.2
LINTON ON OUSE,26/08/2018 02:00,,8.6,10,4,210,0,14.5,,81.9
LINTON ON OUSE,26/08/2018 02:00,,8.7,9.9,4,210,0,14.5,,84.3
LINTON ON OUSE,26/08/2018 03:00,,8.6,10,4,190,0,14.4,,81.9
LINTON ON OUSE,26/08/2018 03:00,,8.5,9.6,4,190,0,14.4,,85.4
LINTON ON OUSE,26/08/2018 04:00,,9,10,5,190,0,14.3,,87
LINTON ON OUSE,26/08/2018 04:00,,8.6,9.7,5,190,0,14.3,,85.5
LINTON ON OUSE,26/08/2018 05:00,,9,10,3,110,0,14.1,,87
LINTON ON OUSE,26/08/2018 05:00,,8.6,9.6,3,110,0,14.1,,86.7
LINTON ON OUSE,26/08/2018 06:00,,9,10,4,110,0,14,,87
LINTON ON OUSE,26/08/2018 06:00,,8.7,9.5,4,110,0,14,,89.2
LINTON ON OUSE,26/08/2018 07:00,,10,11,4,150,0,14,,87.4
LINTON ON OUSE,26/08/2018 07:00,,10.1,11.4,4,150,0,14,,84
LINTON ON OUSE,26/08/2018 08:00,,10.5,12,8,160,0,14.2,,82
LINTON ON OUSE,26/08/2018 08:00,,10.6,12.4,8,160,0,14.2,,78.8
LINTON ON OUSE,26/08/2018 09:00,,11,13,10,170,0,14.4,16.1,77
LINTON ON OUSE,26/08/2018 09:00,,10.8,12.9,10,170,0,14.4,16.1,75.7
LINTON ON OUSE,26/08/2018 10:00,,11,13,14,190,0,14.6,,77
LINTON ON OUSE,26/08/2018 10:00,,10.9,13.3,14,190,0,14.6,,72.7
LINTON ON OUSE,26/08/2018 11:00,,10.5,13,15,180,0,14.8,,71.4
LINTON ON OUSE,26/08/2018 11:00,,10.3,12.8,15,180,0,14.8,,71.1
LINTON ON OUSE,26/08/2018 12:00,,11,12,14,160,0.6,14.9,,87.9
LINTON ON OUSE,26/08/2018 12:00,,10.8,12.2,14,160,0.6,14.9,,83.2
LINTON ON OUSE,26/08/2018 13:00,,11,12,12,150,1.8,14.9,,87.9
LINTON ON OUSE,26/08/2018 13:00,,10.9,11.6,12,150,1.8,14.9,,91.4
LINTON ON OUSE,26/08/2018 14:00,,11.5,12,14,140,0.6,14.9,,93.9
LINTON ON OUSE,26/08/2018 14:00,,11.1,11.6,14,140,0.6,14.9,,93.9
LINTON ON OUSE,26/08/2018 15:00,,11.5,12,11,140,0.4,14.8,,93.9
LINTON ON OUSE,26/08/2018 15:00,,11.3,11.6,11,140,0.4,14.8,,96.3
LINTON ON OUSE,26/08/2018 16:00,,12.5,13,12,160,0.4,14.8,,94.1
LINTON ON OUSE,26/08/2018 16:00,,12.3,12.6,12,160,0.4,14.8,,96.4
LINTON ON OUSE,26/08/2018 17:00,,13,13,9,160,0.2,14.8,,100
LINTON ON OUSE,26/08/2018 17:00,,12.8,13.1,9,160,0.2,14.8,,96.5
LINTON ON OUSE,26/08/2018 18:00,,13.4,14,8,170,0.2,14.9,,93.2
LINTON ON OUSE,26/08/2018 18:00,,13.3,13.5,8,170,0.2,14.9,,97.7
LINTON ON OUSE,26/08/2018 19:00,,14,14,7,210,0,14.9,,100
LINTON ON OUSE,26/08/2018 19:00,,13.7,13.9,7,210,0,14.9,,97.7
LINTON ON OUSE,26/08/2018 20:00,,14,14,7,170,0,14.9,,100
LINTON ON OUSE,26/08/2018 20:00,,14,14.3,7,170,0,14.9,,96.6
LINTON ON OUSE,26/08/2018 21:00,,14.4,15,11,240,0,14.9,,93.4
LINTON ON OUSE,26/08/2018 21:00,,14.6,15,11,240,0,14.9,,95.5
LINTON ON OUSE,26/08/2018 22:00,,13.9,15,11,250,0.2,14.9,,88
LINTON ON OUSE,26/08/2018 22:00,,13.8,14.5,11,250,0.2,14.9,,92.1
LINTON ON OUSE,26/08/2018 23:00,,13.9,15,10,250,0,14.9,,88
LINTON ON OUSE,26/08/2018 23:00,,13.9,14.6,10,250,0,14.9,,92.2
LINTON ON OUSE,27/08/2018,,13.4,14,6,240,0,14.8,,93.2
LINTON ON OUSE,27/08/2018,,13.6,14.2,6,240,0,14.8,,93.2
LINTON ON OUSE,27/08/2018 01:00,,13.4,14,5,290,0.8,14.8,,93.2
LINTON ON OUSE,27/08/2018 01:00,,13.5,14.2,5,290,0.8,14.8,,92.1
LINTON ON OUSE,27/08/2018 02:00,,11.4,13,12,270,0,14.7,,81.4
LINTON ON OUSE,27/08/2018 02:00,,11.4,12.7,12,270,0,14.7,,84.7
LINTON ON OUSE,27/08/2018 03:00,,11,12,2,230,0,14.5,,87.9
LINTON ON OUSE,27/08/2018 03:00,,11.2,12.3,2,230,0,14.5,,86.9
LINTON ON OUSE,27/08/2018 04:00,,11.4,13,11,250,0,14.3,,81.4
LINTON ON OUSE,27/08/2018 04:00,,11.4,12.6,11,250,0,14.3,,85.8
LINTON ON OUSE,27/08/2018 05:00,,11.5,12,10,240,0,14.1,,93.9
LINTON ON OUSE,27/08/2018 05:00,,11.5,12.4,10,240,0,14.1,,89.2
LINTON ON OUSE,27/08/2018 06:00,,12.5,13,4,240,0,13.9,,94.1
LINTON ON OUSE,27/08/2018 06:00,,12.2,12.9,4,240,0,13.9,,91.8
LINTON ON OUSE,27/08/2018 07:00,,12.9,14,13,250,0,13.9,,87.6
LINTON ON OUSE,27/08/2018 07:00,,13,14,13,250,0,13.9,,88.7
LINTON ON OUSE,27/08/2018 08:00,,13.4,15,12,250,0,14,,82.6
LINTON ON OUSE,27/08/2018 08:00,,13.4,14.8,12,250,0,14,,84.7
LINTON ON OUSE,27/08/2018 09:00,,13.9,15,13,250,0,14.4,15.9,88
LINTON ON OUSE,27/08/2018 09:00,,13.6,14.8,13,250,0,14.4,15.9,86.8
LINTON ON OUSE,27/08/2018 10:00,,13.8,16,12,260,0,14.8,,77.1
LINTON ON OUSE,27/08/2018 10:00,,14.1,16.4,12,260,0,14.8,,76.3
LINTON ON OUSE,27/08/2018 11:00,,14.2,17,15,270,0,15.3,,72
LINTON ON OUSE,27/08/2018 11:00,,14.3,17.4,15,270,0,15.3,,69.5
LINTON ON OUSE,27/08/2018 12:00,,14.2,17,12,270,0.2,15.7,,72
LINTON ON OUSE,27/08/2018 12:00,,14.3,16.9,12,270,0.2,15.7,,73.8
LINTON ON OUSE,27/08/2018 13:00,,14.2,17,12,270,0,16,,72
LINTON ON OUSE,27/08/2018 13:00,,14.6,17.4,12,270,0,16,,72.2
LINTON ON OUSE,27/08/2018 14:00,,14.2,17,12,270,0,16.2,,72
LINTON ON OUSE,27/08/2018 14:00,,13.9,16.6,12,270,0,16.2,,72.5
LINTON ON OUSE,27/08/2018 15:00,,14.2,17,12,250,0,16.2,,72
LINTON ON OUSE,27/08/2018 15:00,,14,16.5,12,250,0,16.2,,74.4
LINTON ON OUSE,27/08/2018 16:00,,14.2,17,8,260,0,16.1,,72
LINTON ON OUSE,27/08/2018 16:00,,13.8,16.5,8,260,0,16.1,,72.4
LINTON ON OUSE,27/08/2018 17:00,,14.2,17,11,260,0,16,,72
LINTON ON OUSE,27/08/2018 17:00,,13.9,16.6,11,260,0,16,,72.5
LINTON ON OUSE,27/08/2018 18:00,,13.8,16,9,250,0,15.9,,77.1
LINTON ON OUSE,27/08/2018 18:00,,13.8,16.2,9,250,0,15.9,,75.1
LINTON ON OUSE,27/08/2018 19:00,,13.8,16,8,260,0,15.7,,77.1
LINTON ON OUSE,27/08/2018 19:00,,13.6,15.9,8,260,0,15.7,,75.9
LINTON ON OUSE,27/08/2018 20:00,,13.8,16,7,240,0,15.6,,77.1
LINTON ON OUSE,27/08/2018 20:00,,13.6,15.7,7,240,0,15.6,,77.8
LINTON ON OUSE,27/08/2018 21:00,,13.8,16,6,230,0,15.4,,77.1
LINTON ON OUSE,27/08/2018 21:00,,13.6,15.5,6,230,0,15.4,,79.7
LINTON ON OUSE,27/08/2018 22:00,,13.4,15,7,230,0,15.3,,82.6
LINTON ON OUSE,27/08/2018 22:00,,13.4,15.1,7,230,0,15.3,,81.5
LINTON ON OUSE,27/08/2018 23:00,,13.4,15,3,220,0,15.2,,82.6
LINTON ON OUSE,27/08/2018 23:00,,13.1,14.5,3,220,0,15.2,,84.4
LINTON ON OUSE,28/08/2018,,12.9,14,4,240,0,15,,87.6
LINTON ON OUSE,28/08/2018,,13.1,14.4,4,240,0,15,,85.4
LINTON ON OUSE,28/08/2018 01:00,,13.4,15,2,250,0,14.9,,82.6
LINTON ON OUSE,28/08/2018 01:00,,13.2,14.5,2,250,0,14.9,,85.5
LINTON ON OUSE,28/08/2018 02:00,,12.9,14,2,210,0,14.9,,87.6
LINTON ON OUSE,28/08/2018 02:00,,12.8,13.9,2,210,0,14.9,,87.5
LINTON ON OUSE,28/08/2018 03:00,,12.5,13,5,180,0,14.8,,94.1
LINTON ON OUSE,28/08/2018 03:00,,12.1,12.8,5,180,0,14.8,,91.6
LINTON ON OUSE,28/08/2018 04:00,,12.5,13,5,220,0,14.6,,94.1
LINTON ON OUSE,28/08/2018 04:00,,12.4,13,5,220,0,14.6,,92.9
LINTON ON OUSE,28/08/2018 05:00,,12.9,14,4,210,0,14.5,,87.6
LINTON ON OUSE,28/08/2018 05:00,,12.9,13.6,4,210,0,14.5,,91.8
LINTON ON OUSE,28/08/2018 06:00,,12.9,14,2,120,0,14.5,,87.6
LINTON ON OUSE,28/08/2018 06:00,,12.8,13.5,2,120,0,14.5,,91.9
LINTON ON OUSE,28/08/2018 07:00,,13.4,14,6,180,0,14.5,,93.2
LINTON ON OUSE,28/08/2018 07:00,,13.4,14.2,6,180,0,14.5,,90.9
LINTON ON OUSE,28/08/2018 08:00,,14.3,16,9,210,0,14.6,,82.1
LINTON ON OUSE,28/08/2018 08:00,,14,15.6,9,210,0,14.6,,82.9
LINTON ON OUSE,28/08/2018 09:00,,13.8,16,9,220,0,14.8,16,77.1
LINTON ON OUSE,28/08/2018 09:00,,14.1,16.3,9,220,0,14.8,16,77.1
LINTON ON OUSE,28/08/2018 10:00,,14.7,17,7,220,0,15.2,,76.8
LINTON ON OUSE,28/08/2018 10:00,,14.5,17,7,220,0,15.2,,74.8
LINTON ON OUSE,28/08/2018 11:00,,14.7,18,8,210,0,15.6,,68.2
LINTON ON OUSE,28/08/2018 11:00,,14.3,17.7,8,210,0,15.6,,66.8
LINTON ON OUSE,28/08/2018 12:00,,14.7,18,10,200,0,15.9,,68.2
LINTON ON OUSE,28/08/2018 12:00,,14.4,18,10,200,0,15.9,,65.3
LINTON ON OUSE,28/08/2018 13:00,,15.1,19,9,230,0,16.1,,63.9
LINTON ON OUSE,28/08/2018 13:00,,14.7,18.7,9,230,0,16.1,,62.5
LINTON ON OUSE,28/08/2018 14:00,,14.6,19,10,210,0,16.5,,59.6
LINTON ON OUSE,28/08/2018 14:00,,14.9,19.3,10,210,0,16.5,,59.8
LINTON ON OUSE,28/08/2018 15:00,,14.6,19,10,220,0,16.9,,59.6
LINTON ON OUSE,28/08/2018 15:00,,14.7,19.4,10,220,0,16.9,,57.3
LINTON ON OUSE,28/08/2018 16:00,,14.6,19,9,210,0,17.3,,59.6
LINTON ON OUSE,28/08/2018 16:00,,14.6,19.3,9,210,0,17.3,,57.2
LINTON ON OUSE,28/08/2018 17:00,,14.6,19,10,200,0,17.4,,59.6
LINTON ON OUSE,28/08/2018 17:00,,14.3,18.8,10,200,0,17.4,,58.3
LINTON ON OUSE,28/08/2018 18:00,,14.2,18,8,180,0,17.3,,63.7
LINTON ON OUSE,28/08/2018 18:00,,14.1,17.8,8,180,0,17.3,,64.2
LINTON ON OUSE,28/08/2018 19:00,,13.7,17,9,190,0,17.1,,67.3
LINTON ON OUSE,28/08/2018 19:00,,13.7,17,9,190,0,17.1,,67.1
LINTON ON OUSE,28/08/2018 20:00,,13.3,16,6,190,0,16.8,,72.1
LINTON ON OUSE,28/08/2018 20:00,,13.4,16.4,6,190,0,16.8,,69.4
LINTON ON OUSE,28/08/2018 21:00,,13.3,16,6,200,0,16.5,,72.1
LINTON ON OUSE,28/08/2018 21:00,,13.4,16.1,6,200,0,16.5,,72.1
LINTON ON OUSE,28/08/2018 22:00,,13.3,16,6,190,0,16.3,,72.1
LINTON ON OUSE,28/08/2018 22:00,,13.3,15.8,6,190,0,16.3,,73.8
LINTON ON OUSE,28/08/2018 23:00,,12.9,15,5,180,0,16.1,,77.4
LINTON ON OUSE,28/08/2018 23:00,,13.2,15.4,5,180,0,16.1,,76.6
LINTON ON OUSE,29/08/2018,,12.9,15,3,260,0,16,,77.4
LINTON ON OUSE,29/08/2018,,13.1,15.2,3,260,0,16,,77.4
LINTON ON OUSE,29/08/2018 01:00,,12.9,14,2,280,0,15.9,,87.6
LINTON ON OUSE,29/08/2018 01:00,,12.9,14.3,2,280,0,15.9,,84.4
LINTON ON OUSE,29/08/2018 02:00,,12.9,14,3,170,0,15.7,,87.6
LINTON ON OUSE,29/08/2018 02:00,,13,14.3,3,170,0,15.7,,85.5
LINTON ON OUSE,29/08/2018 03:00,,12.9,14,1,90,0,15.6,,87.6
LINTON ON OUSE,29/08/2018 03:00,,12.7,13.8,1,90,0,15.6,,87.5
LINTON ON OUSE,29/08/2018 04:00,,12.5,13,2,230,0,15.5,,94.1
LINTON ON OUSE,29/08/2018 04:00,,12.5,13.3,2,230,0,15.5,,90.6
LINTON ON OUSE,29/08/2018 05:00,,12.9,14,2,130,0,15.4,,87.6
LINTON ON OUSE,29/08/2018 05:00,,12.7,13.5,2,130,0,15.4,,90.7
