SITE ,OB TIME,Rad,WB,DB,WS,WD,RAIN,10CM SOIL,30CM SOIL,RH
GREAT DUN FELL NO 2,20/08/2018 12:00,,12.6,12.6,10,220,,,,100
GREAT DUN FELL NO 2,20/08/2018 13:00,,13.2,13.2,10,220,,,,100
GREAT DUN FELL NO 2,20/08/2018 14:00,,13.1,13.1,9,230,,,,100
GREAT DUN FELL NO 2,20/08/2018 15:00,,13.6,13.6,12,240,,,,100
GREAT DUN FELL NO 2,20/08/2018 16:00,,13.6,13.6,9,260,,,,100
GREAT DUN FELL NO 2,20/08/2018 17:00,,13.4,13.4,8,260,,,,100
GREAT DUN FELL NO 2,20/08/2018 18:00,,13.4,13.4,4,290,,,,100
GREAT DUN FELL NO 2,20/08/2018 19:00,,13.3,13.3,3,300,,,,100
GREAT DUN FELL NO 2,20/08/2018 20:00,,13,13,5,350,,,,100
GREAT DUN FELL NO 2,20/08/2018 21:00,,12.9,12.9,6,310,,,,100
GREAT DUN FELL NO 2,20/08/2018 22:00,,12.8,12.8,5,330,,,,100
GREAT DUN FELL NO 2,20/08/2018 23:00,,12.5,12.5,4,310,,,,100
GREAT DUN FELL NO 2,21/08/2018,,12.5,12.5,5,330,,,,100
GREAT DUN FELL NO 2,21/08/2018 01:00,,12.2,12.2,6,300,,,,100
GREAT DUN FELL NO 2,21/08/2018 02:00,,12.1,12.1,5,280,,,,100
GREAT DUN FELL NO 2,21/08/2018 03:00,,12,12,4,290,,,,100
GREAT DUN FELL NO 2,21/08/2018 04:00,,12,12,7,270,,,,100
GREAT DUN FELL NO 2,21/08/2018 05:00,,12,12,8,260,,,,100
GREAT DUN FELL NO 2,21/08/2018 06:00,,12,12,7,270,,,,100
GREAT DUN FELL NO 2,21/08/2018 07:00,,12,12,9,260,,,,100
GREAT DUN FELL NO 2,21/08/2018 08:00,,11.7,11.7,10,260,,,,100
GREAT DUN FELL NO 2,21/08/2018 09:00,,11.8,11.8,9,270,,,,100
GREAT DUN FELL NO 2,21/08/2018 10:00,,11.7,12,10,240,,,,96.3
GREAT DUN FELL NO 2,21/08/2018 11:00,,11.8,12,11,230,,,,97.6
GREAT DUN FELL NO 2,21/08/2018 12:00,,12,12.1,11,230,,,,98.8
GREAT DUN FELL NO 2,21/08/2018 13:00,,12.6,12.6,20,220,,,,100
GREAT DUN FELL NO 2,21/08/2018 14:00,,12.6,12.6,21,230,,,,100
GREAT DUN FELL NO 2,21/08/2018 15:00,,12.6,12.6,24,230,,,,100
GREAT DUN FELL NO 2,21/08/2018 16:00,,12.3,12.3,28,240,,,,100
GREAT DUN FELL NO 2,21/08/2018 17:00,,12.4,12.4,32,240,,,,100
GREAT DUN FELL NO 2,21/08/2018 18:00,,11.8,11.8,33,240,,,,100
GREAT DUN FELL NO 2,21/08/2018 19:00,,11.4,11.4,29,240,,,,100
GREAT DUN FELL NO 2,21/08/2018 20:00,,11.3,11.3,27,240,,,,100
GREAT DUN FELL NO 2,21/08/2018 21:00,,11.7,11.7,25,230,,,,100
GREAT DUN FELL NO 2,21/08/2018 22:00,,12,12,28,230,,,,100
GREAT DUN FELL NO 2,21/08/2018 23:00,,12.1,12.1,28,230,,,,100
GREAT DUN FELL NO 2,22/08/2018,,12.1,12.1,33,230,,,,100
GREAT DUN FELL NO 2,22/08/2018 01:00,,12.1,12.1,30,240,,,,100
GREAT DUN FELL NO 2,22/08/2018 02:00,,12.4,12.4,36,230,,,,100
GREAT DUN FELL NO 2,22/08/2018 03:00,,12.4,12.4,35,230,,,,100
GREAT DUN FELL NO 2,22/08/2018 04:00,,12.4,12.4,32,230,,,,100
GREAT DUN FELL NO 2,22/08/2018 05:00,,12.5,12.5,29,230,,,,100
GREAT DUN FELL NO 2,22/08/2018 06:00,,12.5,12.5,31,220,,,,100
GREAT DUN FELL NO 2,22/08/2018 07:00,,12.5,12.5,35,230,,,,100
GREAT DUN FELL NO 2,22/08/2018 08:00,,12.5,12.5,29,220,,,,100
GREAT DUN FELL NO 2,22/08/2018 09:00,,12.6,12.6,32,230,,,,100
GREAT DUN FELL NO 2,22/08/2018 10:00,,12.9,12.9,32,230,,,,100
GREAT DUN FELL NO 2,22/08/2018 11:00,,13.2,13.2,29,230,,,,100
GREAT DUN FELL NO 2,22/08/2018 12:00,,13.3,13.3,28,230,,,,100
GREAT DUN FELL NO 2,22/08/2018 13:00,,12.2,12.2,24,270,,,,100
GREAT DUN FELL NO 2,22/08/2018 14:00,,11.1,11.1,21,280,,,,100
GREAT DUN FELL NO 2,22/08/2018 15:00,,11,11,18,270,,,,100
GREAT DUN FELL NO 2,22/08/2018 16:00,,10.7,10.7,19,270,,,,100
GREAT DUN FELL NO 2,22/08/2018 17:00,,9.9,9.9,21,280,,,,100
GREAT DUN FELL NO 2,22/08/2018 18:00,,9.2,9.2,21,280,,,,100
GREAT DUN FELL NO 2,22/08/2018 19:00,,9,9,17,280,,,,100
GREAT DUN FELL NO 2,22/08/2018 20:00,,8.4,8.4,21,280,,,,100
GREAT DUN FELL NO 2,22/08/2018 21:00,,7.3,7.3,19,290,,,,100
GREAT DUN FELL NO 2,22/08/2018 22:00,,6.7,6.7,22,290,,,,100
GREAT DUN FELL NO 2,22/08/2018 23:00,,6.3,6.3,18,290,,,,100
GREAT DUN FELL NO 2,23/08/2018,,5.4,5.4,19,280,,,,100
GREAT DUN FELL NO 2,23/08/2018 01:00,,5.5,5.5,19,270,,,,100
GREAT DUN FELL NO 2,23/08/2018 02:00,,5.2,5.2,21,280,,,,100
GREAT DUN FELL NO 2,23/08/2018 03:00,,5.2,5.2,17,280,,,,100
GREAT DUN FELL NO 2,23/08/2018 04:00,,5,5,18,270,,,,100
GREAT DUN FELL NO 2,23/08/2018 05:00,,5.3,5.3,19,260,,,,100
GREAT DUN FELL NO 2,23/08/2018 06:00,,5.8,5.8,19,250,,,,100
GREAT DUN FELL NO 2,23/08/2018 07:00,,5.7,5.7,25,260,,,,100
GREAT DUN FELL NO 2,23/08/2018 08:00,,6,6,27,250,,,,100
GREAT DUN FELL NO 2,23/08/2018 09:00,,6.2,6.2,20,260,,,,100
GREAT DUN FELL NO 2,23/08/2018 10:00,,6.2,6.2,18,250,,,,100
GREAT DUN FELL NO 2,23/08/2018 11:00,,6.9,6.9,19,230,,,,100
GREAT DUN FELL NO 2,23/08/2018 12:00,,7.4,7.4,25,240,,,,100
GREAT DUN FELL NO 2,23/08/2018 13:00,,7.3,7.3,25,260,,,,100
GREAT DUN FELL NO 2,23/08/2018 14:00,,7.8,7.8,22,260,,,,100
GREAT DUN FELL NO 2,23/08/2018 15:00,,6.9,6.9,25,250,,,,100
GREAT DUN FELL NO 2,23/08/2018 16:00,,6.3,6.3,28,280,,,,100
GREAT DUN FELL NO 2,23/08/2018 17:00,,6.9,6.9,26,260,,,,100
GREAT DUN FELL NO 2,23/08/2018 18:00,,6,6,25,280,,,,100
GREAT DUN FELL NO 2,23/08/2018 19:00,,6.1,6.1,27,270,,,,100
GREAT DUN FELL NO 2,23/08/2018 20:00,,5.4,5.4,25,260,,,,100
GREAT DUN FELL NO 2,23/08/2018 21:00,,5.5,5.5,26,260,,,,100
GREAT DUN FELL NO 2,23/08/2018 22:00,,5.4,5.4,30,280,,,,100
GREAT DUN FELL NO 2,23/08/2018 23:00,,5.5,5.5,29,270,,,,100
GREAT DUN FELL NO 2,24/08/2018,,5.6,5.6,29,270,,,,100
GREAT DUN FELL NO 2,24/08/2018 01:00,,5.6,5.6,28,280,,,,100
GREAT DUN FELL NO 2,24/08/2018 02:00,,5.6,5.6,23,280,,,,100
GREAT DUN FELL NO 2,24/08/2018 03:00,,5.4,5.4,26,280,,,,100
GREAT DUN FELL NO 2,24/08/2018 04:00,,5.4,5.4,26,270,,,,100
GREAT DUN FELL NO 2,24/08/2018 05:00,,5.1,5.1,28,280,,,,100
GREAT DUN FELL NO 2,24/08/2018 06:00,,5,5,27,270,,,,100
GREAT DUN FELL NO 2,24/08/2018 07:00,,5,5,30,270,,,,100
GREAT DUN FELL NO 2,24/08/2018 08:00,,4.8,4.8,29,280,,,,100
GREAT DUN FELL NO 2,24/08/2018 09:00,,5.1,5.1,31,260,,,,100
GREAT DUN FELL NO 2,24/08/2018 10:00,,4.6,4.6,26,270,,,,100
GREAT DUN FELL NO 2,24/08/2018 11:00,,4.5,4.5,24,270,,,,100
GREAT DUN FELL NO 2,24/08/2018 12:00,,5,5,22,270,,,,100
GREAT DUN FELL NO 2,24/08/2018 13:00,,5.6,5.6,27,270,,,,100
GREAT DUN FELL NO 2,24/08/2018 14:00,,3.5,3.5,23,290,,,,100
GREAT DUN FELL NO 2,24/08/2018 15:00,,3.3,3.4,22,280,,,,98.2
GREAT DUN FELL NO 2,24/08/2018 16:00,,4.7,4.7,22,270,,,,100
GREAT DUN FELL NO 2,24/08/2018 17:00,,4.7,4.8,23,280,,,,98.4
GREAT DUN FELL NO 2,24/08/2018 18:00,,4.7,4.7,16,290,,,,100
GREAT DUN FELL NO 2,24/08/2018 19:00,,5.2,5.2,20,290,,,,100
GREAT DUN FELL NO 2,24/08/2018 20:00,,5.4,5.4,21,300,,,,100
GREAT DUN FELL NO 2,24/08/2018 21:00,,5.4,5.4,21,300,,,,100
GREAT DUN FELL NO 2,24/08/2018 22:00,,4.9,4.9,20,300,,,,100
GREAT DUN FELL NO 2,24/08/2018 23:00,,4.8,4.8,17,310,,,,100
GREAT DUN FELL NO 2,25/08/2018,,4.6,4.6,18,310,,,,100
GREAT DUN FELL NO 2,25/08/2018 01:00,,4.6,4.6,18,320,,,,100
GREAT DUN FELL NO 2,25/08/2018 02:00,,4.4,4.4,18,320,,,,100
GREAT DUN FELL NO 2,25/08/2018 03:00,,4.4,4.4,20,310,,,,100
GREAT DUN FELL NO 2,25/08/2018 04:00,,4.1,4.1,16,320,,,,100
GREAT DUN FELL NO 2,25/08/2018 05:00,,4,4,16,320,,,,100
GREAT DUN FELL NO 2,25/08/2018 06:00,,3.9,3.9,14,320,,,,100
GREAT DUN FELL NO 2,25/08/2018 07:00,,3.1,3.8,12,330,,,,88.2
GREAT DUN FELL NO 2,25/08/2018 08:00,,3.5,4.9,13,350,,,,77.7
GREAT DUN FELL NO 2,25/08/2018 09:00,,3.8,5.5,12,340,,,,73.8
GREAT DUN FELL NO 2,25/08/2018 10:00,,4.7,6.4,11,320,,,,74.6
GREAT DUN FELL NO 2,25/08/2018 11:00,,4.6,6.3,9,300,,,,74.6
GREAT DUN FELL NO 2,25/08/2018 12:00,,4.8,6.8,14,290,,,,70.9
GREAT DUN FELL NO 2,25/08/2018 13:00,,4.7,6.9,14,280,,,,68.1
GREAT DUN FELL NO 2,25/08/2018 14:00,,5.6,7.9,16,280,,,,68.1
GREAT DUN FELL NO 2,25/08/2018 15:00,,5.8,8,14,270,,,,69.5
GREAT DUN FELL NO 2,25/08/2018 16:00,,5.4,8.3,18,280,,,,60.7
GREAT DUN FELL NO 2,25/08/2018 17:00,,5.7,8.1,19,270,,,,67
GREAT DUN FELL NO 2,25/08/2018 18:00,,5.6,8.3,18,280,,,,63.4
GREAT DUN FELL NO 2,25/08/2018 19:00,,5.8,7.4,14,280,,,,77.1
GREAT DUN FELL NO 2,25/08/2018 20:00,,6.3,6.6,12,260,,,,95.5
GREAT DUN FELL NO 2,25/08/2018 21:00,,6.2,6.2,16,280,,,,100
GREAT DUN FELL NO 2,25/08/2018 22:00,,5.9,5.9,9,270,,,,100
GREAT DUN FELL NO 2,25/08/2018 23:00,,5.7,5.7,7,250,,,,100
GREAT DUN FELL NO 2,26/08/2018,,5.6,5.6,9,230,,,,100
GREAT DUN FELL NO 2,26/08/2018 01:00,,5.5,5.5,12,210,,,,100
GREAT DUN FELL NO 2,26/08/2018 02:00,,5.4,5.4,10,220,,,,100
GREAT DUN FELL NO 2,26/08/2018 03:00,,5.9,5.9,13,220,,,,100
GREAT DUN FELL NO 2,26/08/2018 04:00,,5.9,5.9,16,220,,,,100
GREAT DUN FELL NO 2,26/08/2018 05:00,,5.9,5.9,20,210,,,,100
GREAT DUN FELL NO 2,26/08/2018 06:00,,5.9,5.9,21,210,,,,100
GREAT DUN FELL NO 2,26/08/2018 07:00,,5.1,5.1,23,200,,,,100
GREAT DUN FELL NO 2,26/08/2018 08:00,,4.9,4.9,22,200,,,,100
GREAT DUN FELL NO 2,26/08/2018 09:00,,5,5,24,200,,,,100
GREAT DUN FELL NO 2,26/08/2018 10:00,,5,5,26,200,,,,100
GREAT DUN FELL NO 2,26/08/2018 11:00,,3.9,3.9,26,190,,,,100
GREAT DUN FELL NO 2,26/08/2018 12:00,,4.6,4.6,29,190,,,,100
GREAT DUN FELL NO 2,26/08/2018 13:00,,5.2,5.2,27,170,,,,100
GREAT DUN FELL NO 2,26/08/2018 14:00,,5.9,5.9,26,170,,,,100
GREAT DUN FELL NO 2,26/08/2018 15:00,,6.8,6.8,24,190,,,,100
GREAT DUN FELL NO 2,26/08/2018 16:00,,7.5,7.5,20,200,,,,100
GREAT DUN FELL NO 2,26/08/2018 17:00,,8.4,8.4,22,220,,,,100
GREAT DUN FELL NO 2,26/08/2018 18:00,,8.8,8.8,24,230,,,,100
GREAT DUN FELL NO 2,26/08/2018 19:00,,9.5,9.5,30,250,,,,100
GREAT DUN FELL NO 2,26/08/2018 20:00,,9.7,9.7,27,270,,,,100
GREAT DUN FELL NO 2,26/08/2018 21:00,,9.6,9.6,31,270,,,,100
GREAT DUN FELL NO 2,26/08/2018 22:00,,9.3,9.3,31,260,,,,100
GREAT DUN FELL NO 2,26/08/2018 23:00,,9.2,9.2,30,270,,,,100
GREAT DUN FELL NO 2,27/08/2018,,7.7,7.7,35,270,,,,100
GREAT DUN FELL NO 2,27/08/2018 01:00,,6.9,6.9,33,270,,,,100
GREAT DUN FELL NO 2,27/08/2018 02:00,,6.9,6.9,27,270,,,,100
GREAT DUN FELL NO 2,27/08/2018 03:00,,6.9,6.9,25,260,,,,100
GREAT DUN FELL NO 2,27/08/2018 04:00,,7.1,7.1,28,260,,,,100
GREAT DUN FELL NO 2,27/08/2018 05:00,,7.6,7.6,30,260,,,,100
GREAT DUN FELL NO 2,27/08/2018 06:00,,7.6,7.6,32,260,,,,100
GREAT DUN FELL NO 2,27/08/2018 07:00,,7.7,7.7,28,260,,,,100
GREAT DUN FELL NO 2,27/08/2018 08:00,,7.8,7.8,26,260,,,,100
GREAT DUN FELL NO 2,27/08/2018 09:00,,7.6,7.6,24,270,,,,100
GREAT DUN FELL NO 2,27/08/2018 10:00,,8.1,8.1,32,260,,,,100
GREAT DUN FELL NO 2,27/08/2018 11:00,,8.3,8.3,34,270,,,,100
GREAT DUN FELL NO 2,27/08/2018 12:00,,8.5,8.5,33,270,,,,100
GREAT DUN FELL NO 2,27/08/2018 13:00,,8.5,8.5,33,260,,,,100
GREAT DUN FELL NO 2,27/08/2018 14:00,,8.6,8.6,32,260,,,,100
GREAT DUN FELL NO 2,27/08/2018 15:00,,8.8,8.8,34,260,,,,100
GREAT DUN FELL NO 2,27/08/2018 16:00,,8.9,8.9,37,270,,,,100
GREAT DUN FELL NO 2,27/08/2018 17:00,,9.1,9.1,33,270,,,,100
GREAT DUN FELL NO 2,27/08/2018 18:00,,9.3,9.3,34,270,,,,100
GREAT DUN FELL NO 2,27/08/2018 19:00,,9.1,9.1,28,270,,,,100
GREAT DUN FELL NO 2,27/08/2018 20:00,,9,9,23,270,,,,100
GREAT DUN FELL NO 2,27/08/2018 21:00,,8.7,8.7,26,270,,,,100
GREAT DUN FELL NO 2,27/08/2018 22:00,,8.3,8.3,29,280,,,,100
GREAT DUN FELL NO 2,27/08/2018 23:00,,8.2,8.2,26,280,,,,100
GREAT DUN FELL NO 2,28/08/2018,,8.2,8.2,22,270,,,,100
GREAT DUN FELL NO 2,28/08/2018 01:00,,8.1,8.1,20,260,,,,100
GREAT DUN FELL NO 2,28/08/2018 02:00,,7.7,7.7,22,260,,,,100
GREAT DUN FELL NO 2,28/08/2018 03:00,,7.5,7.5,21,250,,,,100
GREAT DUN FELL NO 2,28/08/2018 04:00,,7.6,7.6,21,240,,,,100
GREAT DUN FELL NO 2,28/08/2018 05:00,,7.6,7.6,23,240,,,,100
GREAT DUN FELL NO 2,28/08/2018 06:00,,7.2,7.5,23,230,,,,95.7
GREAT DUN FELL NO 2,28/08/2018 07:00,,8.5,8.5,26,230,,,,100
GREAT DUN FELL NO 2,28/08/2018 08:00,,8.7,8.7,31,230,,,,100
GREAT DUN FELL NO 2,28/08/2018 09:00,,8.7,8.7,36,230,,,,100
GREAT DUN FELL NO 2,28/08/2018 10:00,,7.8,8.3,35,230,,,,93.1
GREAT DUN FELL NO 2,28/08/2018 11:00,,7.9,8.5,35,230,,,,91.7
GREAT DUN FELL NO 2,28/08/2018 12:00,,8.6,9.3,35,230,,,,90.6
GREAT DUN FELL NO 2,28/08/2018 13:00,,9.2,9.2,34,230,,,,100
GREAT DUN FELL NO 2,28/08/2018 14:00,,9.1,9.1,31,230,,,,100
GREAT DUN FELL NO 2,28/08/2018 15:00,,8.7,9.1,27,230,,,,94.6
GREAT DUN FELL NO 2,28/08/2018 16:00,,8.5,8.7,28,240,,,,97.2
GREAT DUN FELL NO 2,28/08/2018 17:00,,8.3,8.3,34,230,,,,100
GREAT DUN FELL NO 2,28/08/2018 18:00,,8.1,8.1,22,230,,,,100
GREAT DUN FELL NO 2,28/08/2018 19:00,,7.7,7.7,23,220,,,,100
GREAT DUN FELL NO 2,28/08/2018 20:00,,7.6,7.6,26,230,,,,100
GREAT DUN FELL NO 2,28/08/2018 21:00,,7.6,7.6,25,230,,,,100
GREAT DUN FELL NO 2,28/08/2018 22:00,,7.5,7.5,25,230,,,,100
GREAT DUN FELL NO 2,28/08/2018 23:00,,7.8,7.8,28,230,,,,100
GREAT DUN FELL NO 2,29/08/2018,,7.8,7.8,23,240,,,,100
GREAT DUN FELL NO 2,29/08/2018 01:00,,8,8,23,240,,,,100
GREAT DUN FELL NO 2,29/08/2018 02:00,,8.2,8.2,20,230,,,,100
GREAT DUN FELL NO 2,29/08/2018 03:00,,8.3,8.3,18,240,,,,100
GREAT DUN FELL NO 2,29/08/2018 04:00,,8.4,8.4,16,230,,,,100
GREAT DUN FELL NO 2,29/08/2018 05:00,,8.7,8.7,15,230,,,,100
GREAT DUN FELL NO 2,29/08/2018 06:00,,8.1,8.1,13,290,,,,100
GREAT DUN FELL NO 2,29/08/2018 07:00,,7.4,7.4,14,310,,,,100
GREAT DUN FELL NO 2,29/08/2018 08:00,,6.7,6.7,14,290,,,,100
GREAT DUN FELL NO 2,29/08/2018 09:00,,5.9,5.9,16,300,,,,100
GREAT DUN FELL NO 2,29/08/2018 10:00,,4.1,5.5,13,300,,,,78.3
GREAT DUN FELL NO 2,29/08/2018 11:00,,4.8,6.6,14,300,,,,73.4
GREAT DUN FELL NO 2,29/08/2018 12:00,,6.3,7.4,15,290,,,,84.2
GREAT DUN FELL NO 2,29/08/2018 13:00,,6.6,8.2,16,290,,,,77.8
GREAT DUN FELL NO 2,29/08/2018 14:00,,7,8.4,15,290,,,,80.7
GREAT DUN FELL NO 2,29/08/2018 15:00,,7.1,8.4,17,290,,,,82
GREAT DUN FELL NO 2,29/08/2018 16:00,,6.7,8.4,15,300,,,,76.7
GREAT DUN FELL NO 2,29/08/2018 17:00,,6.7,8.9,18,290,,,,70.6
GREAT DUN FELL NO 2,29/08/2018 18:00,,6.9,8.2,21,280,,,,81.9
GREAT DUN FELL NO 2,29/08/2018 19:00,,6,7.3,17,290,,,,81.2
GREAT DUN FELL NO 2,29/08/2018 20:00,,5.3,6.6,21,300,,,,80.7
GREAT DUN FELL NO 2,29/08/2018 21:00,,5.5,6.1,22,310,,,,90.8
GREAT DUN FELL NO 2,29/08/2018 22:00,,5.6,5.7,19,310,,,,98.5
GREAT DUN FELL NO 2,29/08/2018 23:00,,5.5,5.5,16,310,,,,100
GREAT DUN FELL NO 2,30/08/2018,,5.3,5.3,11,300,,,,100
GREAT DUN FELL NO 2,30/08/2018 01:00,,5.2,5.2,12,310,,,,100
GREAT DUN FELL NO 2,30/08/2018 02:00,,4.9,4.9,13,310,,,,100
GREAT DUN FELL NO 2,30/08/2018 03:00,,4.5,4.5,12,310,,,,100
GREAT DUN FELL NO 2,30/08/2018 04:00,,4.1,4.4,15,330,,,,95
GREAT DUN FELL NO 2,30/08/2018 05:00,,4.2,4.4,14,330,,,,96.7
GREAT DUN FELL NO 2,30/08/2018 06:00,,3.7,4.8,14,320,,,,82.3
GREAT DUN FELL NO 2,30/08/2018 07:00,,3.5,5.4,13,330,,,,70.6
GREAT DUN FELL NO 2,30/08/2018 08:00,,3.7,5.6,9,330,,,,70.8
GREAT DUN FELL NO 2,30/08/2018 09:00,,2.9,6,4,320,,,,54
GREAT DUN FELL NO 2,30/08/2018 10:00,,4.4,6,3,280,,,,75.8
GREAT DUN FELL NO 2,30/08/2018 11:00,,4.8,6.5,4,280,,,,74.8
GREAT DUN FELL NO 2,30/08/2018 12:00,,5.3,6.7,7,270,,,,79.3
GREAT DUN FELL NO 2,30/08/2018 13:00,,4,8.3,6,310,,,,42.8
GREAT DUN FELL NO 2,30/08/2018 14:00,,4.8,9,5,20,,,,45.6
GREAT DUN FELL NO 2,30/08/2018 15:00,,5.5,9.5,10,270,,,,49.1
GREAT DUN FELL NO 2,30/08/2018 16:00,,5,9.8,6,270,,,,40.3
GREAT DUN FELL NO 2,30/08/2018 17:00,,5.7,9.3,8,240,,,,53.6
GREAT DUN FELL NO 2,30/08/2018 18:00,,6.3,8.5,6,280,,,,70.2
GREAT DUN FELL NO 2,30/08/2018 19:00,,6.4,8.2,3,330,,,,75.2
GREAT DUN FELL NO 2,30/08/2018 20:00,,6.1,7.9,6,50,,,,74.9
GREAT DUN FELL NO 2,30/08/2018 21:00,,6.4,7.2,6,110,,,,88.4
GREAT DUN FELL NO 2,30/08/2018 22:00,,6,7.1,9,130,,,,83.9
GREAT DUN FELL NO 2,30/08/2018 23:00,,5.7,6.7,6,130,,,,85.1
GREAT DUN FELL NO 2,31/08/2018,,5,6.3,12,140,,,,80.5
GREAT DUN FELL NO 2,31/08/2018 01:00,,5.6,6.6,12,140,,,,85.1
GREAT DUN FELL NO 2,31/08/2018 02:00,,5.9,7.2,12,160,,,,81.2
GREAT DUN FELL NO 2,31/08/2018 03:00,,5.7,6.9,10,170,,,,82.4
GREAT DUN FELL NO 2,31/08/2018 04:00,,5.2,6.5,10,160,,,,80.7
GREAT DUN FELL NO 2,31/08/2018 05:00,,5.7,7.1,11,170,,,,79.7
GREAT DUN FELL NO 2,31/08/2018 06:00,,5.4,7.2,10,180,,,,74.1
GREAT DUN FELL NO 2,31/08/2018 07:00,,5,7.5,10,170,,,,64.9
GREAT DUN FELL NO 2,31/08/2018 08:00,,5.4,8.2,11,180,,,,61.9
GREAT DUN FELL NO 2,31/08/2018 09:00,,5.9,8.9,12,190,,,,60.4
GREAT DUN FELL NO 2,31/08/2018 10:00,,6.2,9.2,14,200,,,,60.8
GREAT DUN FELL NO 2,31/08/2018 11:00,,7.2,10.1,16,210,,,,63.4
GREAT DUN FELL NO 2,31/08/2018 12:00,,7.3,9.7,17,220,,,,69
GREAT DUN FELL NO 2,31/08/2018 13:00,,7.3,10.3,15,210,,,,62.5
GREAT DUN FELL NO 2,31/08/2018 14:00,,7.5,10.8,16,230,,,,59.6
GREAT DUN FELL NO 2,31/08/2018 15:00,,7.6,10.8,15,230,,,,60.8
GREAT DUN FELL NO 2,31/08/2018 16:00,,7.7,11,13,220,,,,59.9
GREAT DUN FELL NO 2,31/08/2018 17:00,,7.5,11.1,16,220,,,,56.7
GREAT DUN FELL NO 2,31/08/2018 18:00,,8.1,10.7,16,210,,,,67.8
GREAT DUN FELL NO 2,31/08/2018 19:00,,8,9.8,12,210,,,,76.7
GREAT DUN FELL NO 2,31/08/2018 20:00,,8,9.8,16,210,,,,76.7
GREAT DUN FELL NO 2,31/08/2018 21:00,,7.5,9.9,20,200,,,,69.3
GREAT DUN FELL NO 2,31/08/2018 22:00,,7.3,9.6,21,200,,,,70.2
GREAT DUN FELL NO 2,31/08/2018 23:00,,7.4,9.6,23,210,,,,71.4
GREAT DUN FELL NO 2,01/09/2018,,7.3,9.3,22,210,,,,73.6
GREAT DUN FELL NO 2,01/09/2018 01:00,,7.5,9.4,19,210,,,,75
GREAT DUN FELL NO 2,01/09/2018 02:00,,8,9.5,27,220,,,,80.2
GREAT DUN FELL NO 2,01/09/2018 03:00,,8.1,9.4,25,220,,,,82.7
GREAT DUN FELL NO 2,01/09/2018 04:00,,7.9,9,23,220,,,,85.2
GREAT DUN FELL NO 2,01/09/2018 05:00,,7.7,8.7,24,220,,,,86.3
GREAT DUN FELL NO 2,01/09/2018 06:00,,7.9,8.8,22,220,,,,87.7
GREAT DUN FELL NO 2,01/09/2018 07:00,,8,9,20,220,,,,86.5
GREAT DUN FELL NO 2,01/09/2018 08:00,,7.9,9.2,22,220,,,,82.6
GREAT DUN FELL NO 2,01/09/2018 09:00,,8.4,9.9,26,230,,,,80.6
GREAT DUN FELL NO 2,01/09/2018 10:00,,8.6,9.4,22,220,,,,89.3
GREAT DUN FELL NO 2,01/09/2018 11:00,,9,10,18,220,,,,87
GREAT DUN FELL NO 2,01/09/2018 12:00,,9.7,10.7,18,220,,,,87.3
GREAT DUN FELL NO 2,01/09/2018 13:00,,10.1,11.2,24,240,,,,86.3
GREAT DUN FELL NO 2,01/09/2018 14:00,,10.2,11.6,20,230,,,,82.9
GREAT DUN FELL NO 2,01/09/2018 15:00,,11.2,11.9,22,230,,,,91.5
GREAT DUN FELL NO 2,01/09/2018 16:00,,11,11.2,24,230,,,,97.4
GREAT DUN FELL NO 2,01/09/2018 17:00,,11.3,11.3,24,240,,,,100
GREAT DUN FELL NO 2,01/09/2018 18:00,,11.3,11.3,22,230,,,,100
GREAT DUN FELL NO 2,01/09/2018 19:00,,11.6,11.6,23,230,,,,100
GREAT DUN FELL NO 2,01/09/2018 20:00,,11.9,11.9,22,230,,,,100
GREAT DUN FELL NO 2,01/09/2018 21:00,,12.2,12.2,21,240,,,,100
GREAT DUN FELL NO 2,01/09/2018 22:00,,12.2,12.2,20,230,,,,100
GREAT DUN FELL NO 2,01/09/2018 23:00,,12.2,12.2,21,230,,,,100
GREAT DUN FELL NO 2,02/09/2018,,12.3,12.3,17,220,,,,100
GREAT DUN FELL NO 2,02/09/2018 01:00,,12.5,12.5,18,220,,,,100
GREAT DUN FELL NO 2,02/09/2018 02:00,,12.8,12.8,21,220,,,,100
GREAT DUN FELL NO 2,02/09/2018 03:00,,12.8,12.8,23,220,,,,100
GREAT DUN FELL NO 2,02/09/2018 04:00,,12.9,12.9,25,220,,,,100
GREAT DUN FELL NO 2,02/09/2018 05:00,,13,13,27,220,,,,100
GREAT DUN FELL NO 2,02/09/2018 06:00,,13,13,23,220,,,,100
GREAT DUN FELL NO 2,02/09/2018 07:00,,12.6,12.6,26,210,,,,100
GREAT DUN FELL NO 2,02/09/2018 08:00,,11.9,11.9,23,210,,,,100
GREAT DUN FELL NO 2,02/09/2018 09:00,,10.6,11.4,27,210,,,,90.1
GREAT DUN FELL NO 2,02/09/2018 10:00,,11.8,12,23,220,,,,97.6
GREAT DUN FELL NO 2,02/09/2018 11:00,,11.9,12.2,25,210,,,,96.3
GREAT DUN FELL NO 2,02/09/2018 12:00,,12.2,12.2,26,220,,,,100
GREAT DUN FELL NO 2,02/09/2018 13:00,,12.7,12.7,27,220,,,,100
GREAT DUN FELL NO 2,02/09/2018 14:00,,13.3,13.3,24,230,,,,100
GREAT DUN FELL NO 2,02/09/2018 15:00,,12.6,12.6,26,220,,,,100
GREAT DUN FELL NO 2,02/09/2018 16:00,,12.6,12.6,24,220,,,,100
