FID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
1934-08,170.42,182.04,185.42,201.20,188.14,190.84,112.97,149.39,166.12,134.02,190.15,166.90,112.92,182.71,158.31,129.88,122.60,125.83,154.68,228.06,200.10,209.51,129.38,193.84,160.63,178.90,164.20,204.38,181.57,155.00,200.20,153.69,186.81,166.85,180.56,170.25,204.84
1934-09,148.95,171.57,152.44,205.63,183.55,183.42,99.49,132.57,135.47,119.57,186.56,145.42,105.53,176.93,135.94,133.42,126.98,129.11,150.34,154.32,202.07,197.00,135.05,164.05,147.18,172.73,145.81,181.84,167.31,152.36,189.34,122.16,180.24,158.01,173.96,147.59,153.39
1934-10,71.05,79.17,57.84,108.27,83.60,97.31,43.30,67.01,77.52,50.51,107.90,78.48,36.89,82.58,75.17,63.97,59.52,69.17,103.78,92.50,104.87,78.04,65.29,72.74,95.18,97.06,76.85,73.20,67.43,65.92,108.43,71.77,78.36,70.43,98.03,84.29,86.29
1934-11,43.94,37.62,34.78,57.70,40.83,40.45,28.15,28.23,31.18,19.35,40.15,40.72,34.20,31.38,36.16,41.29,32.35,40.75,48.04,51.19,54.58,44.84,34.67,40.24,44.95,41.09,36.78,43.07,39.66,44.54,48.37,32.12,38.47,47.20,41.52,31.01,33.00
1934-12,21.28,22.12,22.99,23.15,29.93,21.89,11.60,14.29,30.59,11.35,25.01,9.23,9.38,10.07,29.30,13.58,12.59,15.87,20.87,37.08,22.11,24.81,13.38,40.81,16.99,26.23,30.82,43.97,34.49,14.89,28.20,29.76,30.12,16.87,26.12,34.14,28.00
1935-01,46.97,41.73,49.32,53.14,48.90,51.17,28.25,33.36,49.39,18.47,50.89,43.73,34.18,39.60,42.99,54.50,38.49,37.22,34.46,53.75,51.08,67.12,42.71,74.22,38.40,51.01,45.11,82.89,65.42,53.16,52.72,39.72,52.92,54.20,52.04,50.34,70.09
1935-02,45.83,56.39,54.79,61.49,65.92,56.95,31.68,35.75,56.32,27.16,51.05,41.66,32.38,46.47,52.13,46.01,24.77,42.97,53.39,66.79,58.94,57.43,25.29,66.58,41.89,52.98,53.90,67.50,59.31,39.42,55.70,52.19,63.84,44.46,53.96,58.53,62.45
1935-03,108.88,116.87,94.37,144.07,123.21,127.26,70.41,92.04,117.37,72.45,122.17,93.00,83.61,104.47,102.87,107.14,79.70,85.77,106.66,111.95,139.46,114.46,85.44,131.24,92.37,126.07,103.99,131.65,119.02,103.24,121.59,97.34,116.67,111.43,127.71,121.45,122.85
1935-04,183.54,119.84,148.68,135.83,125.02,130.43,103.69,127.79,153.11,123.69,139.69,136.59,122.20,118.57,154.55,131.32,127.06,103.71,118.75,149.00,133.87,152.41,127.83,148.08,120.37,138.69,139.16,159.78,142.60,166.43,152.92,148.79,125.90,179.97,140.04,155.07,146.77
1935-05,268.54,190.40,197.19,275.33,189.80,236.08,237.74,213.42,204.90,211.97,222.97,250.66,290.02,195.31,227.74,302.00,250.04,212.11,178.49,188.54,265.18,189.59,248.58,184.35,171.38,216.95,219.60,189.22,184.88,290.85,230.14,203.87,182.73,307.68,219.95,206.24,153.43
